Date,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),precipitation_hours (h),wind_speed_10m_max (m/s),wind_gusts_10m_max (m/s),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),unknown_discharge (m³/s),Kushi_discharge (m³/s),Longai_discharge (m³/s),Singla_discharge (m³/s),pressure_msl (hPa),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),flooded
2015-06-25,32.2,25.5,27.9,14.8,20,4.11,9.8,100,2.51,1024.65,1594.88,124.31,6.96,994.7,0.494,0.475,0.488,0.515,1
2015-06-26,32.1,25.5,28.0,24.1,17,3.44,8.9,119,2.94,1080.43,1650.96,128.42,7.04,995.5,0.479,0.49,0.483,0.514,1
2015-06-27,31.1,25.1,27.0,17.5,22,2.62,9.0,118,2.87,1152.45,1720.87,132.97,7.18,1001.2,0.479,0.495,0.496,0.514,1
2015-06-28,29.4,24.8,26.4,8.9,17,2.62,6.0,201,2.09,1266.65,1822.9,135.14,7.34,1007.1,0.48,0.486,0.494,0.515,1
2015-06-29,30.3,24.9,27.1,4.1,13,2.5,8.9,198,3.41,1363.58,1930.97,133.28,7.34,1007.5,0.479,0.475,0.492,0.514,1
2015-06-30,30.0,24.9,27.1,4.5,15,2.75,7.0,210,3.36,1376.21,1962.36,130.22,7.22,1005.9,0.49,0.487,0.484,0.514,1
2015-07-01,31.3,25.1,27.6,9.6,16,2.72,7.5,191,3.86,1360.44,1944.36,127.53,7.09,1005.2,0.498,0.492,0.48,0.513,1
2015-07-02,30.9,24.8,27.1,19.3,22,2.77,8.1,184,3.19,1344.86,1930.97,126.64,7.0,1003.7,0.492,0.501,0.484,0.512,1
2015-07-03,29.0,24.9,26.7,20.0,24,3.98,8.8,192,2.35,1338.68,1926.53,126.64,7.0,1002.5,0.479,0.486,0.503,0.514,1
2015-07-04,30.5,25.5,27.5,5.6,16,3.52,8.1,192,3.33,1335.6,1922.09,124.89,7.0,1000.9,0.498,0.483,0.498,0.516,1
2015-07-05,29.5,25.4,27.4,5.1,15,1.84,5.4,49,2.3,1323.34,1908.85,123.17,6.94,1000.1,0.494,0.492,0.487,0.515,1
2015-07-06,31.8,25.5,28.1,28.3,22,1.43,5.9,131,3.36,1320.3,1913.26,127.82,7.0,999.4,0.492,0.495,0.48,0.514,1
2015-07-07,32.9,25.7,29.2,12.5,18,2.61,9.1,91,4.24,1329.45,1930.97,132.35,7.15,998.9,0.438,0.476,0.485,0.513,1
2015-07-08,33.2,25.9,28.5,25.4,19,3.33,9.5,106,3.67,1354.19,1966.89,139.6,7.32,1000.1,0.477,0.482,0.48,0.512,1
2015-07-09,29.3,24.8,26.7,17.7,24,2.37,9.6,56,2.0,1382.57,2008.09,145.89,7.47,1002.5,0.503,0.498,0.488,0.512,1
2015-07-10,30.7,24.7,27.7,8.8,16,1.55,7.5,294,3.1,1418.06,2045.45,148.97,7.57,1003.7,0.483,0.495,0.491,0.511,1
2015-07-11,31.6,25.0,27.7,8.5,15,2.51,6.1,216,3.75,1437.8,2059.63,148.97,7.57,1004.2,0.488,0.486,0.488,0.511,1
2015-07-12,31.3,25.4,28.0,6.9,16,2.21,7.7,231,3.75,1451.11,2064.38,147.59,7.49,1003.0,0.462,0.481,0.489,0.51,1
2015-07-13,30.9,25.8,27.9,19.3,18,1.61,6.2,56,3.4,1451.11,2064.38,145.89,7.41,1001.6,0.479,0.493,0.488,0.51,1
2015-07-14,30.6,25.8,27.2,12.2,22,1.65,8.0,66,2.1,1437.8,2059.63,144.88,7.38,999.4,0.49,0.493,0.497,0.51,1
2015-07-15,27.6,24.9,26.0,47.7,24,2.25,10.1,62,1.14,1454.46,2146.83,148.62,7.47,999.4,0.484,0.496,0.507,0.513,1
2015-07-16,27.7,25.0,25.9,55.1,24,2.21,6.6,75,1.16,1526.57,2295.15,165.34,8.73,998.9,0.489,0.5,0.48,0.518,1
2015-07-17,27.0,24.8,25.6,118.0,24,1.42,6.3,127,1.01,1789.61,2653.61,243.91,13.89,999.4,0.494,0.494,0.481,0.519,1
2015-07-18,29.6,24.8,26.2,29.9,24,2.38,6.4,147,2.05,2036.04,3018.95,261.42,16.18,1000.4,0.47,0.492,0.501,0.518,1
2015-07-19,26.7,24.2,25.3,33.3,24,1.7,6.6,65,0.88,2112.49,3096.42,249.03,14.85,1001.4,0.489,0.494,0.474,0.518,1
2015-07-20,27.7,24.3,25.8,64.4,24,1.73,5.1,20,1.24,2151.78,3154.01,252.51,14.63,1001.7,0.479,0.494,0.492,0.517,1
2015-07-21,31.2,24.7,27.1,16.0,21,1.61,8.0,22,3.15,2212.09,3212.66,255.45,14.31,1003.5,0.478,0.494,0.502,0.516,1
2015-07-22,28.2,24.5,26.0,32.2,24,1.84,8.7,141,1.87,2295.15,3287.52,254.27,13.96,1005.7,0.486,0.501,0.507,0.516,1
2015-07-23,28.9,24.6,25.8,51.7,24,2.34,8.0,196,1.92,2397.83,3403.08,255.45,13.86,1006.8,0.479,0.488,0.481,0.518,1
2015-07-24,25.6,24.4,24.9,25.3,24,1.94,5.4,122,0.68,2534.13,3522.71,258.42,14.0,1005.6,0.481,0.495,0.506,0.517,1
2015-07-25,29.9,24.1,26.9,4.5,12,2.41,9.4,95,2.72,2830.39,3766.04,263.24,13.93,1001.9,0.487,0.485,0.501,0.517,1
2015-07-26,32.1,24.7,28.6,4.7,7,5.1,11.8,89,4.11,3125.08,4110.5,271.9,13.66,1000.2,0.465,0.475,0.487,0.516,1
2015-07-27,30.7,24.5,27.3,7.8,14,5.4,11.4,79,3.43,3168.57,4167.69,271.9,13.26,1000.1,0.466,0.466,0.475,0.515,1
2015-07-28,32.7,24.6,29.1,1.6,3,4.42,9.6,80,5.32,3146.75,4119.98,269.4,12.96,999.0,0.466,0.464,0.465,0.514,1
2015-07-29,33.2,26.7,30.1,0.5,3,6.93,14.1,78,6.93,3110.72,4072.8,265.07,12.61,996.9,0.432,0.451,0.456,0.513,1
2015-07-30,30.6,24.8,27.8,33.6,21,6.96,15.4,67,4.49,3096.42,4054.09,267.53,12.52,995.6,0.447,0.451,0.448,0.511,1
2015-07-31,26.2,24.5,25.2,60.0,24,6.29,13.7,74,1.31,3234.94,4215.96,286.08,12.9,999.6,0.483,0.5,0.483,0.51,1
2015-08-01,30.9,24.7,26.6,37.0,19,4.65,10.3,64,1.74,3474.36,4507.17,301.0,13.32,1004.2,0.473,0.469,0.512,0.514,0
2015-08-02,30.9,24.3,27.6,0.4,3,2.46,5.9,228,3.64,3563.51,4622.81,300.3,13.42,1005.3,0.463,0.454,0.5,0.516,0
2015-08-03,29.8,24.4,26.8,7.7,12,0.92,5.7,297,3.46,3506.52,4538.42,292.76,13.16,1005.2,0.46,0.45,0.487,0.515,0
2015-08-04,29.3,24.3,25.8,8.9,18,1.91,7.4,121,2.25,3434.58,4445.31,285.42,12.87,1003.7,0.488,0.476,0.478,0.514,0
2015-08-05,29.8,24.6,26.9,5.1,13,1.34,7.6,49,2.88,3364.12,4344.1,278.9,12.58,1002.3,0.495,0.492,0.471,0.513,0
2015-08-06,31.1,24.9,27.6,0.7,4,1.33,4.4,310,3.45,3302.7,4264.8,271.9,12.3,1001.2,0.48,0.484,0.466,0.512,0
2015-08-07,29.1,25.5,27.3,2.1,7,2.11,4.3,114,2.59,3249.87,4186.94,265.69,12.06,1003.0,0.478,0.477,0.46,0.511,0
2015-08-08,30.1,25.2,27.6,5.3,8,1.84,3.5,140,2.8,3234.94,4139.0,261.42,11.82,1002.7,0.475,0.472,0.455,0.51,0
2015-08-09,30.2,24.9,27.4,9.2,15,2.3,5.1,103,3.28,3234.94,4129.47,256.63,11.62,1001.6,0.488,0.484,0.451,0.509,0
2015-08-10,30.5,25.0,27.2,4.1,9,2.11,6.0,43,2.75,3227.49,4110.5,251.93,11.45,1003.3,0.492,0.495,0.45,0.509,0
2015-08-11,32.6,25.2,28.6,14.5,16,1.63,6.0,156,4.52,3220.07,4101.04,249.61,11.3,1005.0,0.487,0.49,0.449,0.508,0
2015-08-12,30.7,24.9,27.7,12.3,18,2.01,5.1,36,3.83,3205.27,4072.8,247.89,11.25,1006.0,0.484,0.497,0.453,0.507,0
2015-08-13,30.9,25.2,27.9,9.1,20,2.0,5.9,154,4.09,3175.87,4044.76,245.04,11.16,1005.3,0.47,0.487,0.464,0.506,0
2015-08-14,30.4,25.3,27.1,15.0,22,1.88,6.8,203,2.67,3139.51,3989.25,241.1,11.08,1005.4,0.46,0.491,0.477,0.506,0
2015-08-15,30.2,25.5,26.9,18.1,21,3.44,9.1,199,2.85,3103.56,3952.67,237.23,10.99,1006.6,0.471,0.495,0.494,0.506,0
2015-08-16,29.7,25.3,26.6,16.4,21,3.16,10.2,184,2.5,3053.92,3907.41,233.42,10.91,1006.6,0.476,0.488,0.512,0.508,0
2015-08-17,26.9,24.7,25.7,18.5,24,4.77,10.1,189,1.54,3018.95,3862.67,230.21,10.89,1006.6,0.485,0.483,0.513,0.514,0
2015-08-18,28.0,24.8,25.8,26.7,24,5.38,11.4,197,1.8,2998.16,3844.92,227.56,10.94,1005.9,0.481,0.486,0.487,0.518,0
2015-08-19,25.5,24.6,24.9,47.0,24,4.12,9.0,163,0.7,2991.27,3880.5,230.74,11.19,1005.6,0.479,0.497,0.501,0.518,0
2015-08-20,25.8,24.4,25.0,46.3,24,2.21,6.2,109,0.76,3005.08,3934.5,237.23,11.65,1005.3,0.484,0.499,0.484,0.518,0
2015-08-21,28.5,24.4,25.8,4.8,10,1.84,3.4,79,1.23,3018.95,3952.67,236.68,11.97,1003.8,0.489,0.495,0.483,0.517,0
2015-08-22,30.7,24.5,26.8,20.2,16,1.56,5.5,144,3.13,3039.89,3961.78,233.96,11.97,1002.0,0.482,0.496,0.48,0.516,0
2015-08-23,29.1,24.9,26.4,10.2,20,1.5,5.6,65,2.25,3046.89,3952.67,231.27,11.88,1002.7,0.488,0.489,0.489,0.515,0
2015-08-24,29.7,25.0,27.3,11.4,14,1.66,5.7,89,2.88,3046.89,3952.67,227.56,11.76,1002.8,0.486,0.495,0.482,0.514,0
2015-08-25,30.3,25.6,27.6,2.3,5,1.42,5.2,31,3.28,3012.01,3898.42,223.91,11.56,1002.7,0.462,0.485,0.482,0.513,0
2015-08-26,30.4,24.9,27.5,7.6,19,2.41,5.0,32,3.48,2977.52,3844.92,220.82,11.33,1003.6,0.484,0.478,0.474,0.513,0
2015-08-27,30.6,25.0,27.3,4.1,7,1.61,6.8,111,3.44,2963.83,3800.89,217.78,11.16,1005.4,0.498,0.487,0.468,0.512,0
2015-08-28,29.9,24.9,26.6,6.9,14,1.66,8.9,183,2.77,2936.65,3774.72,214.28,10.99,1005.4,0.502,0.496,0.464,0.511,0
2015-08-29,29.1,25.1,26.3,1.6,8,1.44,10.5,138,1.82,2896.34,3722.92,210.35,10.8,1004.9,0.506,0.503,0.465,0.51,0
2015-08-30,29.3,25.1,26.4,20.9,20,3.5,12.0,158,2.05,2843.46,3671.82,206.97,10.67,1005.0,0.494,0.503,0.476,0.509,0
2015-08-31,27.2,24.2,25.4,37.9,24,2.75,11.1,150,1.14,2823.88,3654.95,208.89,10.69,1004.6,0.48,0.488,0.508,0.513,0
2015-09-01,24.9,23.9,24.3,59.5,24,3.62,7.1,116,0.52,2896.34,3748.73,221.84,11.65,1003.2,0.475,0.496,0.494,0.518,0
2015-09-02,28.4,24.0,25.7,10.3,20,2.4,6.0,137,1.85,3005.08,3898.42,232.88,12.4,1004.2,0.496,0.495,0.492,0.518,0
2015-09-03,25.8,24.5,24.9,57.4,22,2.31,7.4,159,0.74,3125.08,4063.43,242.22,12.68,1007.4,0.482,0.498,0.49,0.518,0
2015-09-04,27.8,24.3,25.4,14.8,20,1.26,4.9,236,1.3,3125.08,4091.61,241.1,12.8,1009.3,0.467,0.482,0.477,0.517,0
2015-09-05,28.0,24.2,25.9,14.4,17,1.61,5.6,69,1.81,3068.02,4026.17,236.14,12.68,1008.2,0.49,0.49,0.466,0.516,0
2015-09-06,28.9,24.6,26.2,14.0,21,1.22,7.8,107,2.29,2998.16,3934.5,231.81,12.43,1007.0,0.471,0.495,0.476,0.515,0
2015-09-07,29.0,24.2,26.0,6.2,19,1.99,6.3,171,1.73,2950.21,3862.67,227.56,12.21,1006.8,0.5,0.491,0.477,0.514,0
2015-09-08,29.5,24.2,26.6,9.9,10,1.3,6.0,15,2.87,2903.02,3800.89,224.94,12.0,1005.9,0.49,0.496,0.473,0.513,0
2015-09-09,30.2,24.6,27.1,3.0,7,1.48,4.0,58,2.55,2836.92,3722.92,220.82,11.79,1005.9,0.474,0.488,0.478,0.512,0
2015-09-10,31.3,24.8,28.3,30.7,21,1.66,7.8,105,3.56,2791.54,3671.82,220.82,11.65,1007.5,0.489,0.488,0.475,0.511,0
2015-09-11,30.9,25.0,27.7,16.6,12,2.26,5.2,7,3.69,2759.58,3638.15,220.31,11.59,1008.0,0.438,0.479,0.495,0.511,0
2015-09-12,32.2,25.0,28.5,2.4,3,2.62,5.5,316,4.14,2734.27,3604.79,218.79,11.47,1007.1,0.475,0.479,0.489,0.511,0
2015-09-13,32.8,25.0,28.3,20.7,16,2.3,5.7,161,3.65,2702.96,3563.51,219.8,11.39,1006.5,0.483,0.48,0.483,0.51,0
2015-09-14,30.6,24.9,27.3,25.9,11,1.73,4.1,84,2.37,2684.34,3555.31,226.51,11.5,1006.3,0.489,0.493,0.481,0.51,0
2015-09-15,29.9,24.7,26.9,7.3,8,1.92,6.0,48,2.6,2665.86,3530.83,227.03,11.62,1005.9,0.43,0.469,0.509,0.512,0
2015-09-16,32.4,24.8,28.7,0.0,0,1.4,4.2,52,4.58,2629.27,3474.36,221.84,11.5,1004.7,0.408,0.445,0.499,0.513,0
2015-09-17,33.2,25.5,29.5,1.5,2,1.91,6.4,45,4.74,2593.18,3410.93,215.77,11.25,1004.8,0.405,0.435,0.487,0.512,0
2015-09-18,35.8,26.0,30.9,3.2,5,3.2,7.5,96,4.97,2557.59,3356.38,210.84,10.97,1004.3,0.393,0.425,0.476,0.512,0
2015-09-19,29.4,24.8,26.6,29.8,17,4.75,11.7,107,1.99,2534.13,3340.95,212.3,10.86,1006.9,0.472,0.473,0.469,0.511,0
2015-09-20,28.5,24.5,26.2,7.4,22,2.48,12.0,38,2.07,2534.13,3333.26,212.8,10.86,1007.9,0.503,0.499,0.467,0.51,0
2015-09-21,28.2,24.5,25.8,8.9,21,2.02,9.7,129,1.7,2522.48,3333.26,210.84,10.78,1006.8,0.47,0.493,0.474,0.509,0
2015-09-22,28.0,24.8,25.7,18.9,23,3.16,8.6,166,1.24,2487.86,3287.52,207.93,10.64,1006.2,0.488,0.495,0.488,0.509,0
2015-09-23,27.3,24.1,25.4,53.3,24,3.79,8.9,169,1.02,2476.42,3295.1,209.86,10.69,1005.0,0.489,0.494,0.511,0.513,0
2015-09-24,25.0,23.9,24.4,31.8,24,4.1,7.8,188,0.55,2465.04,3317.94,212.3,10.99,1004.5,0.476,0.498,0.481,0.518,0
2015-09-25,29.5,22.4,25.7,6.0,13,2.95,7.7,185,2.68,2453.71,3302.7,210.84,11.19,1004.9,0.461,0.488,0.495,0.517,0
2015-09-26,30.5,21.6,25.9,0.5,2,1.89,5.5,35,4.08,2425.61,3272.41,206.49,11.08,1006.6,0.456,0.474,0.482,0.516,0
2015-09-27,31.0,21.0,25.8,0.0,0,2.06,3.8,18,4.47,2370.37,3190.54,200.84,10.83,1007.0,0.44,0.462,0.47,0.515,0
2015-09-28,31.5,20.9,26.5,0.0,0,1.86,4.1,336,4.59,2316.39,3110.72,195.79,10.56,1007.7,0.424,0.45,0.46,0.514,0
2015-09-29,32.8,22.0,27.8,0.0,0,1.99,4.1,352,4.6,2258.44,3032.89,191.31,10.3,1008.6,0.409,0.438,0.452,0.512,0
2015-09-30,32.5,24.0,28.5,0.0,0,1.77,3.6,24,4.37,2212.09,2963.83,186.93,10.07,1010.2,0.395,0.428,0.444,0.511,0
2015-10-01,32.6,24.9,28.6,3.2,9,1.71,4.5,141,4.0,2171.7,2909.72,183.08,9.84,1011.0,0.384,0.419,0.438,0.51,0
2015-10-02,31.3,24.7,27.6,6.7,17,1.6,5.5,183,3.68,2136.96,2856.59,180.55,9.69,1009.8,0.389,0.411,0.433,0.509,0
2015-10-03,30.0,24.6,26.7,1.0,6,1.36,5.1,78,2.58,2102.78,2810.9,177.65,9.52,1009.6,0.422,0.408,0.429,0.508,0
2015-10-04,32.8,24.2,28.1,3.7,7,2.18,6.3,80,3.9,2064.38,2765.94,175.2,9.35,1009.2,0.41,0.404,0.425,0.506,0
2015-10-05,32.2,24.5,27.7,10.7,13,1.6,7.0,88,3.33,2031.36,2721.7,173.98,9.21,1008.6,0.437,0.401,0.421,0.505,0
2015-10-06,31.1,24.9,28.1,7.2,10,1.8,5.8,93,3.62,2008.09,2690.54,173.58,9.09,1007.8,0.447,0.405,0.418,0.504,0
2015-10-07,31.3,24.4,27.2,11.8,15,2.28,7.4,119,2.99,1998.86,2678.17,173.58,9.02,1008.6,0.46,0.408,0.415,0.503,0
2015-10-08,27.6,24.0,25.7,17.5,19,1.89,7.5,71,1.23,1998.86,2678.17,174.79,8.98,1006.3,0.501,0.452,0.413,0.503,0
2015-10-09,29.7,23.8,26.2,4.0,12,2.57,6.2,207,2.79,2022.02,2690.54,174.79,8.93,1004.4,0.484,0.471,0.413,0.502,0
2015-10-10,27.8,22.7,24.9,5.7,16,2.0,6.7,88,1.98,2040.74,2702.96,173.58,8.84,1008.5,0.495,0.484,0.413,0.501,0
2015-10-11,29.7,22.6,25.9,12.5,13,3.41,6.9,82,3.37,2026.68,2690.54,172.78,8.75,1010.7,0.479,0.488,0.416,0.5,0
2015-10-12,29.2,22.5,25.7,0.2,2,4.8,9.7,91,4.0,2003.47,2659.72,171.58,8.66,1011.4,0.46,0.482,0.418,0.499,0
2015-10-13,28.7,22.3,25.1,0.1,1,4.59,9.3,91,3.5,1980.53,2623.22,170.0,8.51,1012.7,0.446,0.465,0.417,0.499,0
2015-10-14,28.8,21.8,25.1,0.3,1,2.53,5.3,58,2.97,1944.36,2575.32,168.04,8.33,1014.3,0.438,0.454,0.416,0.498,0
2015-10-15,29.0,21.8,25.0,4.0,10,1.68,4.9,72,3.58,1917.67,2534.13,166.11,8.18,1014.1,0.43,0.444,0.414,0.497,0
2015-10-16,29.3,21.4,25.2,3.0,5,1.8,4.7,60,3.72,1891.34,2499.35,163.82,8.04,1013.3,0.419,0.436,0.413,0.497,0
2015-10-17,29.9,21.3,25.2,0.1,1,1.86,4.5,50,3.63,1861.09,2453.71,160.81,7.91,1012.7,0.406,0.427,0.411,0.496,0
2015-10-18,29.8,21.0,25.5,0.0,0,1.65,4.2,23,3.76,1827.1,2414.46,157.49,7.75,1012.9,0.398,0.419,0.409,0.495,0
2015-10-19,30.1,21.3,25.6,0.0,0,1.68,3.9,42,3.67,1793.73,2364.92,153.88,7.61,1011.6,0.388,0.412,0.407,0.495,0
2015-10-20,29.9,20.8,25.2,0.0,0,1.84,4.0,7,3.68,1752.88,2321.74,150.71,7.45,1010.0,0.376,0.404,0.405,0.494,0
2015-10-21,29.8,20.5,24.8,0.1,1,1.93,3.9,43,3.66,1716.91,2268.86,147.59,7.32,1010.5,0.364,0.397,0.403,0.493,0
2015-10-22,30.0,20.7,25.5,1.0,3,1.62,4.4,23,3.58,1677.8,2222.31,144.55,7.17,1011.1,0.353,0.389,0.4,0.493,0
2015-10-23,28.9,21.0,24.8,0.3,1,1.65,5.7,15,3.12,1643.37,2176.71,141.56,7.04,1011.2,0.345,0.383,0.399,0.492,0
2015-10-24,29.8,20.2,24.5,0.1,1,1.98,4.4,15,3.57,1605.94,2127.14,138.64,6.91,1012.4,0.336,0.377,0.397,0.492,0
2015-10-25,30.9,19.3,24.4,0.0,0,2.02,3.9,16,3.87,1572.98,2083.49,136.09,6.78,1013.5,0.325,0.37,0.395,0.491,0
2015-10-26,30.6,17.4,23.8,0.0,0,2.1,3.9,13,3.85,1537.15,2040.74,133.28,6.66,1013.5,0.316,0.363,0.392,0.49,0
2015-10-27,30.4,17.1,23.2,0.0,0,2.25,4.0,5,3.91,1505.61,1998.86,130.83,6.53,1013.4,0.307,0.357,0.39,0.49,0
2015-10-28,30.9,17.1,24.0,0.0,0,2.11,4.5,23,3.88,1471.31,1953.34,128.12,6.43,1013.7,0.299,0.351,0.388,0.489,0
2015-10-29,30.7,19.0,24.8,0.0,0,1.79,4.1,37,3.49,1441.12,1913.26,125.47,6.31,1014.4,0.292,0.345,0.386,0.488,0
2015-10-30,29.9,19.0,25.0,1.9,5,1.56,4.4,149,3.12,1408.29,1873.99,123.17,6.21,1015.1,0.289,0.339,0.384,0.488,0
2015-10-31,27.4,20.3,23.7,2.2,5,1.73,3.7,103,1.34,1382.57,1839.77,121.46,6.1,1015.6,0.291,0.337,0.383,0.487,0
2015-11-01,27.7,20.3,23.7,0.3,2,3.23,7.6,83,2.68,1357.31,1806.17,119.5,6.01,1015.8,0.289,0.335,0.381,0.487,0
2015-11-02,29.0,19.8,24.2,0.2,1,2.1,5.1,74,3.25,1332.52,1773.19,117.58,5.9,1014.6,0.286,0.331,0.38,0.486,0
2015-11-03,28.6,19.8,24.6,0.2,1,1.97,4.6,27,3.24,1308.18,1740.81,115.41,5.81,1013.6,0.282,0.327,0.378,0.485,0
2015-11-04,28.1,17.8,23.5,0.6,3,1.94,5.7,45,3.08,1281.33,1709.02,113.29,5.71,1013.1,0.279,0.324,0.376,0.485,0
2015-11-05,28.8,17.8,23.7,0.3,2,1.75,4.7,29,3.29,1257.93,1677.8,111.2,5.62,1012.7,0.275,0.32,0.374,0.484,0
2015-11-06,28.9,17.9,23.3,0.0,0,1.96,4.5,26,3.35,1232.11,1643.37,109.15,5.52,1012.5,0.272,0.317,0.372,0.484,0
2015-11-07,29.7,17.7,23.7,0.0,0,2.12,4.8,43,3.56,1204.04,1609.65,106.89,5.43,1014.4,0.268,0.313,0.37,0.483,0
2015-11-08,30.7,17.6,23.2,0.0,0,2.16,5.3,31,3.69,1179.32,1580.25,104.93,5.34,1014.2,0.264,0.31,0.368,0.482,0
2015-11-09,30.3,17.4,23.3,0.0,0,1.9,4.8,36,3.51,1155.11,1547.82,102.99,5.25,1012.8,0.261,0.307,0.366,0.482,0
2015-11-10,30.0,16.7,22.8,0.0,0,1.93,4.4,20,3.38,1131.4,1516.05,101.09,5.17,1011.4,0.258,0.304,0.364,0.481,0
2015-11-11,28.8,16.5,22.9,0.0,0,1.96,4.1,15,3.32,1108.18,1488.36,99.23,5.08,1012.5,0.256,0.302,0.362,0.48,0
2015-11-12,29.2,16.9,22.6,0.0,0,2.16,4.1,24,3.39,1085.43,1457.81,97.63,5.01,1013.7,0.254,0.3,0.361,0.48,0
2015-11-13,29.1,16.4,22.3,0.0,0,2.02,4.7,41,3.31,1065.6,1431.19,95.83,4.93,1013.0,0.252,0.298,0.359,0.479,0
2015-11-14,27.7,16.3,22.0,0.0,0,2.09,4.1,34,3.13,1043.72,1401.81,94.06,4.85,1011.8,0.25,0.296,0.357,0.479,0
2015-11-15,27.1,16.8,22.3,0.0,0,1.97,4.9,45,3.01,1022.29,1376.21,92.54,4.77,1012.1,0.249,0.294,0.356,0.478,0
2015-11-16,26.9,18.1,22.9,0.1,1,2.11,4.6,45,2.81,1001.31,1347.96,90.83,4.7,1012.0,0.247,0.293,0.354,0.477,0
2015-11-17,27.1,20.1,23.1,0.1,1,1.98,4.9,29,2.35,983.01,1323.34,89.36,4.64,1012.7,0.248,0.292,0.353,0.477,0
2015-11-18,25.6,17.7,21.6,0.0,0,1.92,3.6,50,1.53,962.83,1299.17,87.72,4.57,1015.8,0.247,0.292,0.353,0.476,0
2015-11-19,29.7,16.3,22.2,0.0,0,2.26,5.8,57,3.27,943.06,1275.44,86.3,4.5,1014.8,0.246,0.291,0.352,0.476,0
2015-11-20,30.7,16.1,22.8,0.0,0,2.35,5.8,53,3.46,925.83,1252.14,84.7,4.43,1013.5,0.245,0.289,0.35,0.475,0
2015-11-21,30.1,16.9,22.5,0.0,0,2.04,4.7,32,3.31,906.82,1229.27,83.33,4.37,1013.3,0.244,0.288,0.348,0.475,0
2015-11-22,29.2,15.3,21.5,0.0,0,2.01,4.4,46,3.19,890.25,1206.81,81.99,4.31,1013.7,0.244,0.287,0.347,0.474,0
2015-11-23,29.3,13.6,21.0,0.0,0,2.21,4.5,39,3.32,871.97,1184.77,80.66,4.25,1014.0,0.243,0.286,0.346,0.473,0
2015-11-24,28.4,13.2,20.1,0.0,0,2.12,4.5,45,3.24,856.04,1163.13,79.35,4.19,1013.6,0.242,0.286,0.344,0.473,0
2015-11-25,28.4,13.0,20.7,0.0,0,2.38,4.5,35,3.22,840.4,1141.88,78.07,4.13,1013.2,0.242,0.285,0.343,0.472,0
2015-11-26,28.0,14.9,21.2,0.0,0,2.14,4.1,13,3.02,823.14,1121.02,76.8,4.07,1012.1,0.242,0.284,0.341,0.472,0
2015-11-27,27.3,15.1,20.9,0.0,0,1.97,4.5,22,2.95,808.1,1100.54,75.56,4.01,1012.8,0.241,0.284,0.34,0.471,0
2015-11-28,27.8,14.9,21.2,0.0,0,2.09,4.1,16,2.98,793.33,1082.93,74.34,3.97,1016.5,0.241,0.283,0.339,0.471,0
2015-11-29,28.3,16.3,21.8,0.0,0,1.96,4.3,24,2.93,778.83,1063.14,73.13,3.91,1016.6,0.241,0.283,0.338,0.47,0
2015-11-30,27.3,16.5,21.5,0.0,0,1.68,4.2,16,2.86,764.6,1046.13,72.11,3.85,1015.2,0.241,0.283,0.337,0.47,0
2015-12-01,26.3,16.5,21.7,0.0,0,1.92,4.4,40,2.53,752.36,1027.02,70.78,3.81,1013.9,0.241,0.282,0.336,0.469,0
2015-12-02,26.9,17.9,21.9,0.0,0,1.7,4.5,50,2.4,738.61,1010.58,69.63,3.75,1014.6,0.241,0.282,0.336,0.469,0
2015-12-03,25.9,17.7,21.3,6.0,14,2.28,6.4,83,2.29,726.78,996.7,69.15,3.71,1014.4,0.252,0.282,0.335,0.468,0
2015-12-04,24.9,16.4,20.5,0.0,0,2.21,5.4,54,2.14,716.79,983.01,68.34,3.68,1015.5,0.263,0.282,0.335,0.468,0
2015-12-05,26.6,15.0,20.4,0.0,0,2.3,4.5,21,2.89,705.32,967.28,67.39,3.63,1015.2,0.261,0.282,0.334,0.467,0
2015-12-06,26.9,14.8,20.5,0.0,0,2.31,5.8,60,2.85,695.63,953.99,66.45,3.59,1015.2,0.259,0.281,0.333,0.467,0
2015-12-07,26.6,14.7,20.3,0.3,2,2.0,4.6,41,2.72,682.91,938.72,65.37,3.55,1015.3,0.257,0.281,0.332,0.466,0
2015-12-08,24.9,14.8,19.7,0.1,1,2.11,4.6,45,2.36,671.98,923.7,64.46,3.5,1015.2,0.255,0.281,0.332,0.466,0
2015-12-09,24.4,14.9,19.8,0.4,2,1.77,4.2,34,2.34,662.74,911.01,63.71,3.46,1015.3,0.255,0.281,0.331,0.465,0
2015-12-10,24.5,15.0,20.1,0.0,0,1.94,4.3,45,2.56,652.13,896.43,62.83,3.43,1013.7,0.254,0.281,0.331,0.465,0
2015-12-11,24.3,17.3,20.2,0.1,1,1.75,5.2,27,2.32,643.17,884.12,62.1,3.39,1012.7,0.253,0.281,0.33,0.464,0
2015-12-12,24.1,17.2,20.7,2.8,15,2.04,8.2,55,1.95,634.33,873.98,61.37,3.35,1012.2,0.265,0.281,0.33,0.464,0
2015-12-13,24.1,15.9,20.1,1.1,6,1.98,7.6,87,1.89,625.61,861.98,60.8,3.32,1014.2,0.286,0.281,0.33,0.464,0
