latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
24.850615,92.32008,19.0,0,GMT,GMT

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (m/s),wind_gusts_10m_max (m/s),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm)
2019-12-07,27.4,13.3,20.0,0.00,0.00,0.00,0.0,3.70,7.60,67,2.96
2019-12-08,26.2,14.5,19.5,0.00,0.00,0.00,0.0,2.66,5.60,69,2.76
2019-12-09,25.6,13.7,19.5,0.00,0.00,0.00,0.0,2.43,4.60,40,2.63
2019-12-10,24.6,13.9,19.2,0.00,0.00,0.00,0.0,2.28,4.30,76,2.51
2019-12-11,23.6,13.6,18.5,0.30,0.30,0.00,3.0,2.40,4.70,51,2.30
2019-12-12,24.5,13.2,18.3,0.00,0.00,0.00,0.0,2.16,3.70,21,2.47
2019-12-13,25.4,13.5,18.7,0.00,0.00,0.00,0.0,2.58,5.80,57,2.53
2019-12-14,25.3,13.1,18.5,0.00,0.00,0.00,0.0,2.51,4.00,36,2.50
2019-12-15,24.7,12.9,18.4,0.00,0.00,0.00,0.0,2.62,5.30,37,2.47
2019-12-16,22.5,13.5,17.5,0.00,0.00,0.00,0.0,2.10,4.40,16,1.41
2019-12-17,23.6,12.6,17.6,0.00,0.00,0.00,0.0,2.06,4.50,57,2.23
2019-12-18,24.2,12.3,17.2,0.00,0.00,0.00,0.0,2.21,4.90,305,2.52
2019-12-19,22.6,12.6,16.7,0.00,0.00,0.00,0.0,2.35,4.60,260,2.24
2019-12-20,21.4,11.9,16.2,0.00,0.00,0.00,0.0,2.19,4.20,262,1.82
2019-12-21,20.9,11.5,15.2,0.00,0.00,0.00,0.0,2.13,4.10,190,2.00
2019-12-22,21.2,12.1,15.7,0.00,0.00,0.00,0.0,2.11,4.50,90,2.07
2019-12-23,21.6,11.9,16.0,0.00,0.00,0.00,0.0,2.00,4.10,62,1.87
2019-12-24,20.6,11.4,14.9,0.00,0.00,0.00,0.0,2.33,4.70,179,2.06
2019-12-25,21.2,11.2,15.4,0.00,0.00,0.00,0.0,2.28,4.70,51,2.24
2019-12-26,22.2,11.1,15.5,0.00,0.00,0.00,0.0,2.26,4.90,46,2.31
2019-12-27,19.5,11.6,15.2,4.40,4.40,0.00,9.0,2.85,5.30,56,1.50
2019-12-28,22.4,9.9,15.7,0.00,0.00,0.00,0.0,2.12,5.20,44,2.35
2019-12-29,24.4,9.9,16.0,0.00,0.00,0.00,0.0,2.92,6.60,69,2.54
2019-12-30,25.2,10.0,17.7,0.00,0.00,0.00,0.0,3.10,6.60,66,2.69
2019-12-31,25.7,12.1,18.3,0.00,0.00,0.00,0.0,4.00,8.10,78,2.79
2020-01-01,24.6,14.1,18.7,0.00,0.00,0.00,0.0,4.21,8.30,84,1.98
2020-01-02,25.9,14.7,19.6,0.70,0.70,0.00,3.0,2.45,5.60,73,2.38
2020-01-03,18.4,15.2,17.0,18.00,18.00,0.00,20.0,4.53,8.00,41,0.64
2020-01-04,21.3,15.8,18.1,0.30,0.30,0.00,3.0,2.20,4.50,108,1.41
2020-01-05,19.0,13.3,16.0,1.90,1.90,0.00,9.0,2.02,4.90,323,0.66
2020-01-06,21.2,11.2,15.6,0.00,0.00,0.00,0.0,2.43,5.40,64,2.08
2020-01-07,20.4,11.5,14.9,0.00,0.00,0.00,0.0,2.42,4.90,63,2.07
2020-01-08,21.2,12.2,16.2,0.00,0.00,0.00,0.0,2.06,3.80,351,2.15
2020-01-09,19.0,12.4,15.5,3.60,3.60,0.00,7.0,2.51,5.90,4,0.96
2020-01-10,22.1,12.1,16.5,0.10,0.10,0.00,1.0,2.06,3.50,289,2.22
2020-01-11,22.0,12.5,16.6,0.20,0.20,0.00,2.0,2.30,5.70,169,2.14
2020-01-12,22.9,13.0,16.8,0.00,0.00,0.00,0.0,2.30,4.50,124,2.22
2020-01-13,22.2,13.0,16.7,0.00,0.00,0.00,0.0,2.50,4.20,17,2.03
2020-01-14,22.2,13.4,16.8,0.00,0.00,0.00,0.0,2.27,4.90,128,2.04
2020-01-15,23.2,12.3,17.0,0.00,0.00,0.00,0.0,2.24,4.00,48,2.47
2020-01-16,23.9,12.8,17.3,0.00,0.00,0.00,0.0,2.43,3.70,57,2.43
2020-01-17,25.6,13.2,18.6,0.00,0.00,0.00,0.0,2.39,4.10,41,2.67
2020-01-18,25.4,14.0,19.0,0.00,0.00,0.00,0.0,2.51,4.90,71,2.68
2020-01-19,25.0,14.4,19.4,0.00,0.00,0.00,0.0,2.82,5.80,281,2.58
2020-01-20,22.1,11.7,17.5,0.70,0.70,0.00,2.0,2.25,6.50,283,1.74
2020-01-21,21.6,10.8,15.6,0.00,0.00,0.00,0.0,2.16,4.70,304,2.61
2020-01-22,21.6,9.3,14.9,0.00,0.00,0.00,0.0,2.82,6.30,338,2.56
2020-01-23,21.4,11.0,15.6,0.20,0.20,0.00,1.0,3.55,7.00,319,2.58
2020-01-24,21.4,9.3,15.1,0.00,0.00,0.00,0.0,2.66,5.70,3,2.56
2020-01-25,22.1,9.7,15.7,0.00,0.00,0.00,0.0,2.43,5.00,346,2.72
2020-01-26,22.1,10.8,15.7,0.00,0.00,0.00,0.0,2.94,6.30,221,2.70
2020-01-27,21.0,11.2,15.5,0.00,0.00,0.00,0.0,2.47,6.00,83,2.38
2020-01-28,22.5,10.8,15.9,0.00,0.00,0.00,0.0,2.50,4.60,42,2.71
2020-01-29,23.5,10.8,17.3,0.00,0.00,0.00,0.0,2.24,5.60,76,2.69
2020-01-30,24.0,14.1,18.6,0.30,0.30,0.00,2.0,2.19,5.00,59,2.70
2020-01-31,23.0,14.5,18.0,1.50,1.50,0.00,7.0,2.28,8.20,102,2.15
2020-02-01,23.2,11.3,17.4,0.10,0.10,0.00,1.0,2.60,5.70,234,2.69
2020-02-02,22.4,9.6,15.7,0.00,0.00,0.00,0.0,3.27,7.10,261,2.96
2020-02-03,21.9,9.2,15.1,0.00,0.00,0.00,0.0,2.34,5.50,90,2.84
2020-02-04,23.0,10.2,16.8,0.00,0.00,0.00,0.0,2.62,6.10,229,2.96
2020-02-05,23.7,12.1,17.5,0.00,0.00,0.00,0.0,3.49,7.30,212,3.10
2020-02-06,24.2,10.8,16.9,0.00,0.00,0.00,0.0,3.11,6.00,112,3.25
2020-02-07,23.8,11.3,17.9,0.00,0.00,0.00,0.0,2.64,5.60,102,3.12
2020-02-08,24.1,13.1,18.8,0.10,0.10,0.00,1.0,2.22,5.10,359,2.59
2020-02-09,25.5,12.5,18.5,0.30,0.30,0.00,2.0,2.21,4.50,92,2.80
2020-02-10,25.2,12.2,18.2,0.00,0.00,0.00,0.0,2.24,4.80,319,3.17
2020-02-11,25.3,12.6,19.0,0.00,0.00,0.00,0.0,2.31,5.30,221,3.22
2020-02-12,26.1,14.5,19.7,0.00,0.00,0.00,0.0,2.32,5.90,199,3.32
2020-02-13,25.6,13.3,19.1,0.00,0.00,0.00,0.0,3.04,6.80,224,3.20
2020-02-14,24.8,12.6,19.3,0.00,0.00,0.00,0.0,2.69,6.40,15,3.34
2020-02-15,23.8,16.2,19.3,1.80,1.80,0.00,9.0,2.28,5.70,69,2.20
2020-02-16,26.4,15.6,20.4,0.00,0.00,0.00,0.0,2.21,4.60,56,2.98
2020-02-17,26.7,14.9,20.6,0.00,0.00,0.00,0.0,2.69,5.60,282,3.41
2020-02-18,26.2,15.6,20.0,0.00,0.00,0.00,0.0,2.67,5.80,20,3.42
2020-02-19,26.6,15.2,20.0,0.00,0.00,0.00,0.0,3.18,6.80,47,3.31
2020-02-20,26.5,14.3,20.0,0.00,0.00,0.00,0.0,2.43,5.80,34,3.18
2020-02-21,28.8,14.4,20.7,0.00,0.00,0.00,0.0,2.60,4.30,24,3.55
2020-02-22,28.8,15.1,21.2,0.00,0.00,0.00,0.0,2.64,4.20,5,3.15
2020-02-23,29.1,16.2,21.2,0.00,0.00,0.00,0.0,2.37,4.90,343,3.25
2020-02-24,28.4,16.3,22.1,0.00,0.00,0.00,0.0,2.22,7.10,11,3.47
2020-02-25,28.7,16.9,21.9,2.00,2.00,0.00,6.0,3.88,7.80,328,2.72
2020-02-26,24.5,14.5,19.3,6.10,6.10,0.00,5.0,2.45,8.30,85,2.27
2020-02-27,25.1,13.7,19.4,0.00,0.00,0.00,0.0,2.31,5.30,14,3.25
2020-02-28,28.4,13.7,20.7,0.00,0.00,0.00,0.0,2.52,5.40,32,3.67
2020-02-29,29.6,15.3,21.9,0.00,0.00,0.00,0.0,2.70,5.60,14,4.05
2020-03-01,30.1,15.5,22.5,0.00,0.00,0.00,0.0,3.20,7.20,309,4.09
2020-03-02,29.8,16.4,23.3,0.00,0.00,0.00,0.0,3.89,8.60,246,4.22
2020-03-03,29.2,17.7,22.8,0.00,0.00,0.00,0.0,4.12,8.40,80,3.83
2020-03-04,29.7,17.1,23.2,1.40,1.40,0.00,2.0,2.80,6.20,31,3.86
2020-03-05,29.3,18.6,23.3,6.80,6.80,0.00,8.0,3.41,9.00,15,3.63
2020-03-06,27.8,17.0,21.5,1.80,1.80,0.00,6.0,3.14,6.90,95,2.61
2020-03-07,23.5,16.9,20.1,0.90,0.90,0.00,5.0,2.12,4.30,82,1.48
2020-03-08,26.1,18.0,21.5,1.40,1.40,0.00,5.0,2.52,9.60,133,2.54
2020-03-09,27.3,14.8,21.1,0.00,0.00,0.00,0.0,3.52,7.10,281,3.61
2020-03-10,28.9,15.0,21.3,0.00,0.00,0.00,0.0,3.31,6.80,221,4.03
2020-03-11,29.0,15.1,22.0,0.00,0.00,0.00,0.0,3.69,8.00,90,4.18
2020-03-12,31.1,17.0,24.1,0.00,0.00,0.00,0.0,3.35,7.50,19,4.34
2020-03-13,32.8,18.1,24.7,0.00,0.00,0.00,0.0,2.72,5.70,342,4.34
2020-03-14,34.0,18.6,26.0,0.00,0.00,0.00,0.0,3.40,7.00,285,4.28
2020-03-15,32.7,19.6,25.7,0.00,0.00,0.00,0.0,3.80,8.30,244,4.47
2020-03-16,32.2,17.2,24.6,0.00,0.00,0.00,0.0,4.20,8.40,240,4.75
2020-03-17,31.2,17.1,23.9,0.00,0.00,0.00,0.0,4.97,9.90,253,4.78
2020-03-18,31.1,16.5,23.3,0.00,0.00,0.00,0.0,4.56,9.10,268,4.69
2020-03-19,30.8,16.7,23.5,0.00,0.00,0.00,0.0,3.88,8.20,270,4.67
2020-03-20,28.7,17.8,23.2,0.10,0.10,0.00,1.0,2.60,5.60,27,2.82
2020-03-21,31.5,17.7,23.8,0.00,0.00,0.00,0.0,4.21,8.80,43,4.76
2020-03-22,28.0,17.8,22.4,0.20,0.20,0.00,2.0,2.69,7.90,358,3.47
2020-03-23,30.1,17.3,23.9,0.30,0.30,0.00,3.0,3.41,8.00,166,4.40
2020-03-24,30.2,18.6,24.1,0.00,0.00,0.00,0.0,3.21,7.80,80,4.19
2020-03-25,32.5,18.6,25.7,0.00,0.00,0.00,0.0,3.40,7.40,212,4.90
2020-03-26,33.3,20.3,27.1,0.00,0.00,0.00,0.0,4.31,8.70,202,4.91
2020-03-27,34.7,21.3,28.1,0.00,0.00,0.00,0.0,3.22,7.70,244,5.22
2020-03-28,35.3,22.0,28.7,0.00,0.00,0.00,0.0,5.68,10.90,242,5.92
2020-03-29,34.7,19.5,27.5,0.00,0.00,0.00,0.0,4.75,10.00,254,6.12
2020-03-30,34.1,18.4,26.0,0.00,0.00,0.00,0.0,4.55,9.20,272,5.88
2020-03-31,34.0,18.0,25.6,0.00,0.00,0.00,0.0,4.52,8.90,285,5.76
2020-04-01,34.1,17.9,26.2,0.00,0.00,0.00,0.0,3.96,8.40,266,5.73
2020-04-02,34.7,20.1,26.4,3.80,3.80,0.00,4.0,5.51,14.10,30,4.62
2020-04-03,32.8,20.3,26.6,7.50,7.50,0.00,8.0,4.07,10.60,219,4.43
2020-04-04,33.6,20.7,26.5,2.90,2.90,0.00,1.0,4.44,9.60,271,5.41
2020-04-05,33.8,19.8,26.6,0.10,0.10,0.00,1.0,4.10,10.40,253,4.93
2020-04-06,33.7,21.3,26.6,0.00,0.00,0.00,0.0,3.95,9.20,276,4.90
2020-04-07,35.6,22.2,27.6,0.70,0.70,0.00,2.0,7.57,14.10,286,5.11
2020-04-08,33.9,20.7,26.8,1.80,1.80,0.00,4.0,4.85,9.60,9,4.76
2020-04-09,34.9,21.5,27.4,0.20,0.20,0.00,2.0,3.55,7.70,185,5.22
2020-04-10,34.1,21.4,26.9,0.70,0.70,0.00,1.0,4.46,10.40,11,4.93
2020-04-11,34.8,21.8,28.0,0.00,0.00,0.00,0.0,4.88,8.80,342,5.12
2020-04-12,34.8,20.5,27.4,0.00,0.00,0.00,0.0,3.55,7.80,272,5.62
2020-04-13,35.3,21.1,28.3,0.00,0.00,0.00,0.0,2.42,6.10,287,5.60
2020-04-14,34.5,21.9,28.1,0.00,0.00,0.00,0.0,2.06,6.40,232,4.53
2020-04-15,34.5,22.3,28.0,0.00,0.00,0.00,0.0,3.18,10.00,96,4.36
2020-04-16,32.4,21.6,26.8,14.90,14.90,0.00,5.0,3.31,8.30,35,4.89
2020-04-17,27.5,21.0,23.4,16.40,16.40,0.00,18.0,3.35,12.80,44,2.31
2020-04-18,26.5,20.7,23.3,13.90,13.90,0.00,11.0,3.96,13.60,24,1.68
2020-04-19,29.3,21.2,25.5,0.10,0.10,0.00,1.0,2.80,5.80,358,3.81
2020-04-20,29.3,21.1,25.1,12.30,12.30,0.00,6.0,3.44,7.60,12,3.21
2020-04-21,30.0,20.1,24.4,0.20,0.20,0.00,2.0,4.41,10.30,70,3.71
2020-04-22,27.4,19.9,22.9,8.50,8.50,0.00,6.0,3.81,10.40,54,3.27
2020-04-23,29.3,20.7,24.7,0.30,0.30,0.00,2.0,2.42,5.90,59,3.65
2020-04-24,28.7,21.2,24.1,15.40,15.40,0.00,13.0,3.13,6.90,76,3.22
2020-04-25,27.2,20.5,23.8,5.20,5.20,0.00,9.0,3.75,7.90,77,3.61
2020-04-26,28.7,21.7,24.8,5.00,5.00,0.00,10.0,3.75,8.40,95,3.99
2020-04-27,29.5,21.8,25.4,4.00,4.00,0.00,7.0,2.24,6.70,83,4.24
2020-04-28,30.5,21.4,25.1,6.20,6.20,0.00,9.0,2.63,6.40,77,3.90
2020-04-29,28.9,21.3,24.7,9.40,9.40,0.00,14.0,2.47,6.70,87,4.04
2020-04-30,28.7,21.0,24.6,1.10,1.10,0.00,4.0,3.13,7.30,95,3.98
2020-05-01,30.5,22.2,26.0,0.00,0.00,0.00,0.0,1.75,4.40,66,4.41
2020-05-02,31.1,21.9,25.8,2.00,2.00,0.00,4.0,2.86,6.70,51,3.75
2020-05-03,31.1,22.9,26.6,3.60,3.60,0.00,13.0,2.06,5.50,121,4.56
2020-05-04,29.7,22.9,26.3,6.00,6.00,0.00,10.0,2.10,6.70,99,4.05
2020-05-05,30.3,23.4,26.4,11.30,11.30,0.00,11.0,1.58,7.70,85,3.97
2020-05-06,29.8,23.1,25.7,3.70,3.70,0.00,12.0,1.93,8.00,73,3.18
2020-05-07,30.8,22.5,26.2,0.60,0.60,0.00,5.0,2.53,5.90,21,4.53
2020-05-08,31.8,22.2,26.5,0.00,0.00,0.00,0.0,2.28,5.90,21,5.14
2020-05-09,32.5,22.4,27.2,0.10,0.10,0.00,1.0,2.25,4.60,25,4.99
2020-05-10,34.4,23.0,28.5,0.00,0.00,0.00,0.0,2.04,4.80,15,5.47
2020-05-11,34.7,24.6,29.0,0.00,0.00,0.00,0.0,2.34,6.30,6,5.22
2020-05-12,34.0,24.6,29.2,0.60,0.60,0.00,2.0,3.22,8.20,261,5.08
2020-05-13,31.5,23.2,25.6,14.50,14.50,0.00,8.0,4.80,12.60,360,3.59
2020-05-14,30.7,23.1,27.2,9.20,9.20,0.00,6.0,1.81,9.90,40,3.84
2020-05-15,30.6,23.0,26.6,21.40,21.40,0.00,13.0,3.01,9.30,73,3.46
2020-05-16,29.8,23.3,26.2,14.40,14.40,0.00,19.0,2.70,10.70,25,3.28
2020-05-17,31.8,24.4,27.5,0.80,0.80,0.00,5.0,2.82,11.10,40,4.03
2020-05-18,33.3,25.2,28.7,0.50,0.50,0.00,2.0,2.42,6.70,349,4.74
2020-05-19,32.5,25.8,28.4,3.40,3.40,0.00,5.0,2.25,4.40,24,2.71
2020-05-20,30.9,25.3,27.3,10.10,10.10,0.00,17.0,3.61,6.50,53,2.50
2020-05-21,29.8,24.4,26.7,9.80,9.80,0.00,17.0,6.18,14.40,70,1.88
2020-05-22,29.5,24.1,26.2,26.20,26.20,0.00,24.0,4.08,9.60,152,2.88
2020-05-23,30.7,24.3,26.9,6.90,6.90,0.00,19.0,2.21,10.10,21,3.42
2020-05-24,30.8,24.0,26.7,20.40,20.40,0.00,14.0,3.20,11.30,280,2.99
2020-05-25,32.0,25.0,27.5,10.10,10.10,0.00,16.0,6.02,11.90,214,3.28
2020-05-26,29.9,23.8,27.4,27.60,27.60,0.00,18.0,6.86,14.50,220,3.04
2020-05-27,25.6,22.5,23.6,111.00,111.00,0.00,24.0,6.02,13.40,79,1.62
2020-05-28,26.0,21.8,23.9,18.90,18.90,0.00,21.0,3.76,7.90,87,2.43
2020-05-29,28.7,22.9,25.7,7.30,7.30,0.00,15.0,2.69,6.40,104,3.72
2020-05-30,30.4,22.8,25.7,11.00,11.00,0.00,20.0,2.61,7.50,102,3.45
2020-05-31,29.1,23.0,25.4,6.70,6.70,0.00,11.0,2.02,9.80,75,3.03
2020-06-01,27.9,23.4,24.9,21.20,21.20,0.00,21.0,2.30,11.90,71,1.84
2020-06-02,27.3,23.3,25.1,40.40,40.40,0.00,22.0,2.82,12.80,27,2.18
2020-06-03,28.1,23.4,25.2,32.10,32.10,0.00,24.0,1.86,10.20,99,2.13
2020-06-04,28.5,23.5,25.4,31.10,31.10,0.00,21.0,2.38,10.30,72,2.58
2020-06-05,29.8,23.8,26.4,14.20,14.20,0.00,14.0,2.20,9.30,41,2.87
2020-06-06,27.9,23.8,25.2,20.40,20.40,0.00,17.0,2.33,10.30,19,1.84
2020-06-07,30.6,24.2,26.8,27.00,27.00,0.00,23.0,2.16,8.30,82,3.08
2020-06-08,31.1,23.9,27.0,15.90,15.90,0.00,7.0,3.28,10.40,46,3.47
2020-06-09,34.0,25.3,29.4,16.80,16.80,0.00,9.0,2.97,6.10,139,5.47
2020-06-10,28.7,25.0,26.8,12.10,12.10,0.00,12.0,2.06,4.50,130,1.92
2020-06-11,30.2,24.9,26.9,33.70,33.70,0.00,18.0,2.20,8.70,74,2.79
2020-06-12,31.3,25.2,27.5,33.20,33.20,0.00,21.0,3.81,11.40,359,3.57
2020-06-13,30.2,24.7,27.2,5.10,5.10,0.00,12.0,2.92,10.30,54,2.97
2020-06-14,32.6,25.7,29.0,1.70,1.70,0.00,7.0,2.10,7.10,253,4.55
2020-06-15,31.9,26.2,28.6,20.90,20.90,0.00,18.0,2.92,7.60,239,3.51
2020-06-16,32.3,25.9,28.7,8.90,8.90,0.00,18.0,2.16,7.40,187,4.10
2020-06-17,28.6,24.6,26.1,68.20,68.20,0.00,24.0,4.90,9.70,189,1.25
2020-06-18,29.9,24.7,26.8,11.10,11.10,0.00,17.0,3.02,11.70,122,2.24
2020-06-19,30.7,25.4,27.7,3.90,3.90,0.00,14.0,2.27,7.10,187,3.27
2020-06-20,32.0,25.9,28.8,5.90,5.90,0.00,13.0,2.19,6.40,233,4.30
2020-06-21,32.0,25.6,28.4,12.00,12.00,0.00,9.0,2.53,11.00,341,3.85
2020-06-22,32.3,25.7,28.5,20.10,20.10,0.00,14.0,3.70,10.10,272,4.36
2020-06-23,32.1,25.8,28.3,17.20,17.20,0.00,21.0,3.30,9.70,271,3.83
2020-06-24,31.4,25.5,28.2,24.00,24.00,0.00,24.0,4.57,10.40,223,3.70
2020-06-25,31.5,25.8,27.8,17.80,17.80,0.00,24.0,3.83,10.90,238,3.09
2020-06-26,30.0,24.7,26.6,24.30,24.30,0.00,24.0,2.50,10.40,286,1.87
2020-06-27,28.6,24.8,26.3,33.00,33.00,0.00,24.0,4.93,13.10,193,1.58
2020-06-28,27.4,24.5,25.7,31.90,31.90,0.00,22.0,3.95,7.70,176,1.49
2020-06-29,31.4,25.1,28.1,10.30,10.30,0.00,19.0,2.61,7.10,264,4.65
2020-06-30,31.4,26.0,28.5,7.00,7.00,0.00,16.0,3.12,7.10,236,4.25
2020-07-01,30.9,25.6,27.8,36.00,36.00,0.00,24.0,4.12,9.00,213,2.76
2020-07-02,30.2,25.5,27.4,11.50,11.50,0.00,16.0,2.06,7.20,157,2.29
2020-07-03,30.0,25.6,27.7,2.40,2.40,0.00,10.0,2.33,5.10,107,2.68
2020-07-04,30.7,25.6,27.8,18.90,18.90,0.00,21.0,2.10,6.50,285,2.92
2020-07-05,31.0,25.4,27.7,12.40,12.40,0.00,17.0,1.75,9.90,65,2.89
2020-07-06,31.2,25.7,27.8,11.20,11.20,0.00,11.0,2.00,9.80,52,2.75
2020-07-07,32.2,26.0,28.8,10.20,10.20,0.00,16.0,3.00,9.30,237,4.31
2020-07-08,31.8,26.0,28.1,17.30,17.30,0.00,20.0,3.77,8.60,199,3.09
2020-07-09,30.8,25.8,27.8,14.60,14.60,0.00,21.0,6.08,12.40,199,3.29
2020-07-10,29.4,25.7,27.2,13.30,13.30,0.00,23.0,5.89,12.70,199,1.95
2020-07-11,28.7,25.3,26.8,23.70,23.70,0.00,24.0,5.22,10.10,197,1.85
2020-07-12,27.3,25.1,26.2,33.30,33.30,0.00,24.0,3.18,7.80,192,1.36
2020-07-13,29.6,25.1,26.8,21.80,21.80,0.00,19.0,1.90,5.80,47,1.85
2020-07-14,29.7,25.1,27.3,6.70,6.70,0.00,17.0,2.01,7.30,90,2.24
2020-07-15,31.0,25.2,28.0,11.50,11.50,0.00,20.0,2.34,7.40,165,3.71
2020-07-16,32.2,25.8,28.3,6.80,6.80,0.00,20.0,2.77,8.00,259,4.08
2020-07-17,31.9,26.0,28.6,11.60,11.60,0.00,21.0,3.34,8.50,256,4.54
2020-07-18,31.5,26.1,28.2,14.00,14.00,0.00,20.0,4.31,9.10,219,3.26
2020-07-19,30.4,25.5,27.8,13.90,13.90,0.00,23.0,4.91,11.10,203,3.03
2020-07-20,29.5,25.5,26.8,26.60,26.60,0.00,24.0,4.02,10.10,197,2.06
2020-07-21,30.1,24.7,26.4,72.40,72.40,0.00,24.0,4.62,10.40,191,1.79
2020-07-22,29.4,24.6,26.4,12.70,12.70,0.00,18.0,2.55,5.60,145,1.94
2020-07-23,29.8,25.2,27.5,10.40,10.40,0.00,20.0,3.00,8.20,70,2.90
2020-07-24,29.1,25.2,27.2,2.60,2.60,0.00,14.0,1.46,7.20,45,2.30
2020-07-25,32.7,25.8,29.0,2.10,2.10,0.00,12.0,2.50,5.20,249,4.69
2020-07-26,32.0,25.8,28.8,10.40,10.40,0.00,18.0,2.42,6.70,198,3.96
2020-07-27,29.7,25.6,27.4,9.30,9.30,0.00,16.0,2.16,7.70,102,2.25
2020-07-28,31.2,25.7,28.0,17.80,17.80,0.00,21.0,1.08,6.70,79,3.24
2020-07-29,29.5,25.3,27.0,34.70,34.70,0.00,24.0,3.54,7.60,201,2.11
2020-07-30,29.7,24.9,26.6,10.80,10.80,0.00,19.0,2.61,8.00,115,1.94
2020-07-31,32.2,25.2,28.4,2.40,2.40,0.00,15.0,1.63,5.50,170,4.19
2020-08-01,32.8,26.4,29.3,1.40,1.40,0.00,9.0,2.08,5.60,264,4.52
2020-08-02,33.0,26.7,29.3,4.20,4.20,0.00,8.0,2.90,6.50,152,4.26
2020-08-03,34.6,27.6,30.9,2.20,2.20,0.00,7.0,2.55,7.30,302,4.84
2020-08-04,33.3,28.6,31.1,2.80,2.80,0.00,4.0,5.85,11.00,92,4.67
2020-08-05,36.3,27.1,30.7,1.30,1.30,0.00,4.0,6.90,12.90,91,5.70
2020-08-06,33.0,26.3,29.0,12.70,12.70,0.00,17.0,3.16,7.20,296,4.12
2020-08-07,31.7,26.3,28.8,18.70,18.70,0.00,23.0,2.83,7.80,217,3.78
2020-08-08,31.2,26.2,28.4,4.40,4.40,0.00,14.0,2.87,5.70,138,3.13
2020-08-09,31.3,26.2,28.2,6.50,6.50,0.00,18.0,2.42,6.40,70,3.43
2020-08-10,31.0,26.0,28.1,9.40,9.40,0.00,20.0,1.92,7.00,75,2.95
2020-08-11,30.2,25.8,27.7,17.50,17.50,0.00,19.0,3.69,8.80,192,2.39
2020-08-12,31.7,26.1,28.5,11.00,11.00,0.00,11.0,2.70,7.00,182,3.44
2020-08-13,32.5,26.4,29.7,1.50,1.50,0.00,8.0,1.50,4.00,117,4.62
2020-08-14,33.2,26.7,29.1,76.80,76.80,0.00,16.0,3.42,7.00,137,3.71
2020-08-15,32.3,26.4,28.6,17.40,17.40,0.00,13.0,2.33,11.40,60,3.97
2020-08-16,31.2,25.7,27.6,22.10,22.10,0.00,20.0,2.70,12.20,29,2.37
2020-08-17,29.2,25.1,26.8,13.10,13.10,0.00,16.0,3.42,11.00,170,1.77
2020-08-18,30.8,24.8,27.4,9.20,9.20,0.00,19.0,3.16,8.70,93,3.02
2020-08-19,31.8,25.6,28.0,20.50,20.50,0.00,18.0,3.18,7.90,127,3.39
2020-08-20,31.7,25.4,27.8,9.80,9.80,0.00,14.0,1.61,8.20,99,2.85
2020-08-21,29.4,25.2,26.8,7.80,7.80,0.00,17.0,1.61,7.30,89,2.16
2020-08-22,30.4,25.1,26.9,16.50,16.50,0.00,24.0,3.47,8.00,201,2.98
2020-08-23,31.2,25.2,28.0,7.60,7.60,0.00,12.0,2.20,5.10,274,4.12
2020-08-24,31.9,25.7,28.7,2.70,2.70,0.00,7.0,2.26,4.80,152,4.16
2020-08-25,32.7,25.9,28.9,4.20,4.20,0.00,10.0,3.34,6.90,68,4.25
2020-08-26,33.2,25.7,28.5,14.30,14.30,0.00,5.0,3.34,6.80,82,4.28
2020-08-27,30.4,24.8,27.4,14.40,14.40,0.00,23.0,3.33,9.70,308,3.46
2020-08-28,30.8,25.1,27.3,17.20,17.20,0.00,24.0,2.77,7.90,231,3.48
2020-08-29,30.7,25.0,27.1,13.80,13.80,0.00,23.0,3.30,8.50,233,2.93
2020-08-30,30.9,25.2,27.2,26.30,26.30,0.00,23.0,2.28,8.70,85,2.69
2020-08-31,31.0,25.0,27.0,61.20,61.20,0.00,24.0,2.14,7.50,80,2.67
2020-09-01,30.2,25.0,26.9,34.10,34.10,0.00,11.0,2.61,6.40,91,2.40
2020-09-02,32.9,25.5,28.9,1.60,1.60,0.00,10.0,2.16,4.30,207,4.78
2020-09-03,31.8,26.0,28.8,0.70,0.70,0.00,4.0,2.51,5.80,268,3.98
2020-09-04,32.8,26.3,29.1,0.90,0.90,0.00,6.0,2.14,6.10,84,4.49
2020-09-05,32.6,25.6,28.5,5.90,5.90,0.00,20.0,3.07,7.90,88,4.03
2020-09-06,31.1,25.2,27.8,7.00,7.00,0.00,19.0,2.56,8.30,75,3.44
2020-09-07,30.5,25.4,27.8,5.00,5.00,0.00,14.0,2.78,9.70,39,3.48
2020-09-08,31.2,25.1,27.8,2.00,2.00,0.00,10.0,1.96,6.00,67,3.52
2020-09-09,32.3,25.3,28.6,10.30,10.30,0.00,14.0,2.98,5.10,209,4.08
2020-09-10,29.5,25.4,27.0,15.90,15.90,0.00,22.0,2.12,6.90,146,2.44
2020-09-11,30.4,25.4,27.7,16.70,16.70,0.00,20.0,2.28,7.00,136,3.09
2020-09-12,29.8,25.0,27.0,11.00,11.00,0.00,13.0,2.00,6.30,68,2.50
