date,pressure_msl (hPa),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³)
2021-12-16,1015.1,0.414,0.434,0.405,0.468
2021-12-17,1014.8,0.409,0.43,0.405,0.468
2021-12-18,1014.6,0.401,0.424,0.405,0.468
2021-12-19,1015.2,0.39,0.417,0.404,0.468
2021-12-20,1014.7,0.378,0.41,0.403,0.468
2021-12-21,1013.9,0.369,0.404,0.402,0.467
2021-12-22,1013.5,0.366,0.398,0.4,0.467
2021-12-23,1014.0,0.373,0.396,0.401,0.467
2021-12-24,1014.3,0.365,0.392,0.4,0.467
2021-12-25,1015.3,0.356,0.388,0.399,0.467
2021-12-26,1017.5,0.348,0.384,0.397,0.466
2021-12-27,1018.0,0.342,0.382,0.397,0.466
2021-12-28,1017.1,0.337,0.38,0.397,0.466
2021-12-29,1017.7,0.33,0.377,0.396,0.466
2021-12-30,1018.7,0.324,0.374,0.396,0.466
2021-12-31,1019.1,0.319,0.371,0.395,0.465
2022-01-01,1017.9,0.315,0.369,0.395,0.465
2022-01-02,1016.3,0.311,0.367,0.395,0.465
2022-01-03,1015.5,0.308,0.365,0.394,0.465
2022-01-04,1016.2,0.307,0.365,0.395,0.465
2022-01-05,1015.6,0.305,0.364,0.396,0.464
2022-01-06,1015.4,0.303,0.363,0.396,0.464
2022-01-07,1015.9,0.299,0.36,0.395,0.464
2022-01-08,1015.2,0.291,0.355,0.393,0.464
2022-01-09,1013.9,0.285,0.35,0.391,0.464
2022-01-10,1014.9,0.278,0.346,0.388,0.463
2022-01-11,1014.5,0.276,0.343,0.387,0.463
2022-01-12,1015.0,0.341,0.343,0.387,0.463
2022-01-13,1015.5,0.469,0.432,0.387,0.463
2022-01-14,1015.9,0.449,0.434,0.387,0.463
2022-01-15,1015.6,0.442,0.435,0.388,0.462
2022-01-16,1016.9,0.432,0.432,0.388,0.462
2022-01-17,1016.8,0.419,0.428,0.386,0.462
2022-01-18,1014.0,0.402,0.42,0.385,0.462
2022-01-19,1012.1,0.386,0.412,0.383,0.462
2022-01-20,1011.1,0.373,0.405,0.383,0.461
2022-01-21,1012.1,0.396,0.403,0.382,0.461
2022-01-22,1011.0,0.385,0.399,0.382,0.461
2022-01-23,1011.5,0.377,0.397,0.383,0.461
2022-01-24,1011.5,0.37,0.392,0.384,0.461
2022-01-25,1012.2,0.363,0.384,0.381,0.46
2022-01-26,1012.6,0.413,0.392,0.378,0.46
2022-01-27,1013.8,0.481,0.45,0.377,0.46
2022-01-28,1015.6,0.454,0.445,0.377,0.46
2022-01-29,1013.7,0.438,0.44,0.378,0.46
2022-01-30,1012.4,0.424,0.435,0.378,0.46
2022-01-31,1012.3,0.415,0.43,0.378,0.459
2022-02-01,1011.3,0.416,0.426,0.38,0.459
2022-02-02,1014.1,0.432,0.423,0.378,0.459
2022-02-03,1013.8,0.422,0.421,0.378,0.459
2022-02-04,1011.6,0.433,0.42,0.377,0.459
2022-02-05,1012.6,0.488,0.454,0.377,0.458
2022-02-06,1016.1,0.457,0.454,0.378,0.458
2022-02-07,1015.1,0.437,0.447,0.379,0.458
2022-02-08,1015.0,0.425,0.44,0.38,0.458
2022-02-09,1015.5,0.41,0.431,0.378,0.458
2022-02-10,1014.3,0.403,0.424,0.378,0.457
2022-02-11,1013.3,0.397,0.417,0.377,0.457
2022-02-12,1013.7,0.385,0.409,0.376,0.457
2022-02-13,1011.6,0.367,0.4,0.374,0.457
2022-02-14,1011.6,0.355,0.393,0.373,0.457
2022-02-15,1010.6,0.335,0.381,0.368,0.456
2022-02-16,1009.1,0.323,0.373,0.365,0.456
2022-02-17,1010.1,0.313,0.368,0.363,0.456
2022-02-18,1011.4,0.306,0.365,0.363,0.456
2022-02-19,1010.8,0.299,0.362,0.364,0.455
2022-02-20,1009.6,0.316,0.36,0.365,0.455
2022-02-21,1010.8,0.324,0.355,0.363,0.455
2022-02-22,1015.4,0.312,0.349,0.361,0.455
2022-02-23,1016.2,0.299,0.344,0.36,0.455
2022-02-24,1016.4,0.297,0.341,0.36,0.454
2022-02-25,1016.0,0.411,0.341,0.359,0.454
2022-02-26,1016.2,0.409,0.343,0.358,0.454
2022-02-27,1014.7,0.382,0.341,0.357,0.454
2022-02-28,1014.3,0.364,0.34,0.358,0.453
2022-03-01,1014.8,0.344,0.338,0.356,0.453
2022-03-02,1013.8,0.326,0.334,0.355,0.453
2022-03-03,1013.4,0.315,0.332,0.356,0.453
2022-03-04,1012.3,0.308,0.332,0.358,0.452
2022-03-05,1011.7,0.302,0.332,0.358,0.452
2022-03-06,1011.6,0.295,0.331,0.359,0.452
2022-03-07,1010.2,0.286,0.329,0.36,0.452
2022-03-08,1009.1,0.283,0.329,0.364,0.451
2022-03-09,1009.5,0.277,0.327,0.364,0.451
2022-03-10,1008.9,0.27,0.325,0.365,0.451
2022-03-11,1008.3,0.267,0.325,0.367,0.451
2022-03-12,1008.1,0.264,0.325,0.368,0.451
2022-03-13,1008.1,0.262,0.325,0.37,0.45
2022-03-14,1007.3,0.259,0.325,0.372,0.45
2022-03-15,1005.3,0.256,0.325,0.373,0.45
2022-03-16,1005.9,0.255,0.327,0.379,0.45
2022-03-17,1007.1,0.259,0.331,0.384,0.45
2022-03-18,1006.8,0.26,0.333,0.388,0.449
2022-03-19,1005.3,0.266,0.339,0.393,0.449
2022-03-20,1005.5,0.271,0.342,0.396,0.449
2022-03-21,1006.3,0.268,0.341,0.395,0.449
2022-03-22,1006.2,0.265,0.34,0.396,0.449
2022-03-23,1005.2,0.261,0.338,0.396,0.448
2022-03-24,1007.1,0.381,0.355,0.398,0.448
2022-03-25,1008.4,0.476,0.375,0.397,0.448
2022-03-26,1009.9,0.501,0.496,0.399,0.448
2022-03-27,1010.7,0.498,0.498,0.405,0.448
2022-03-28,1009.2,0.492,0.498,0.415,0.448
2022-03-29,1008.2,0.48,0.484,0.419,0.448
2022-03-30,1009.6,0.5,0.501,0.436,0.448
2022-03-31,1009.3,0.494,0.495,0.453,0.448
2022-04-01,1009.6,0.501,0.504,0.467,0.448
2022-04-02,1010.9,0.478,0.489,0.474,0.448
2022-04-03,1009.6,0.507,0.501,0.478,0.448
2022-04-04,1011.4,0.496,0.503,0.51,0.451
2022-04-05,1012.7,0.496,0.492,0.51,0.456
2022-04-06,1012.4,0.49,0.491,0.505,0.459
2022-04-07,1010.5,0.473,0.482,0.502,0.461
2022-04-08,1009.1,0.469,0.474,0.499,0.462
2022-04-09,1008.9,0.498,0.487,0.499,0.464
2022-04-10,1007.7,0.503,0.504,0.502,0.465
2022-04-11,1007.7,0.501,0.495,0.512,0.479
2022-04-12,1007.3,0.497,0.506,0.508,0.484
2022-04-13,1005.1,0.489,0.489,0.505,0.485
2022-04-14,1004.5,0.505,0.505,0.506,0.487
2022-04-15,1004.6,0.503,0.498,0.516,0.498
2022-04-16,1005.8,0.5,0.494,0.508,0.502
2022-04-17,1006.8,0.5,0.509,0.51,0.503
2022-04-18,1008.6,0.491,0.495,0.514,0.505
2022-04-19,1009.5,0.497,0.506,0.512,0.507
2022-04-20,1009.9,0.497,0.498,0.512,0.516
2022-04-21,1007.9,0.467,0.483,0.493,0.517
2022-04-22,1008.7,0.499,0.493,0.479,0.516
2022-04-23,1007.4,0.501,0.509,0.475,0.515
2022-04-24,1005.3,0.49,0.495,0.47,0.514
2022-04-25,1005.7,0.488,0.491,0.466,0.513
2022-04-26,1006.1,0.472,0.477,0.46,0.512
2022-04-27,1006.3,0.473,0.477,0.454,0.511
2022-04-28,1006.9,0.477,0.487,0.451,0.51
2022-04-29,1006.2,0.486,0.479,0.449,0.509
2022-04-30,1006.3,0.465,0.47,0.448,0.508
2022-05-01,1005.6,0.475,0.48,0.445,0.507
2022-05-02,1006.6,0.486,0.483,0.442,0.506
2022-05-03,1007.2,0.484,0.491,0.447,0.506
2022-05-04,1008.4,0.478,0.494,0.474,0.505
2022-05-05,1006.9,0.45,0.473,0.471,0.505
2022-05-06,1006.5,0.431,0.459,0.465,0.504
2022-05-07,1005.7,0.403,0.445,0.458,0.504
2022-05-08,1005.6,0.378,0.429,0.452,0.503
2022-05-09,1006.9,0.378,0.417,0.447,0.503
2022-05-10,1007.0,0.406,0.411,0.443,0.502
2022-05-11,1005.6,0.502,0.466,0.444,0.501
2022-05-12,1004.5,0.51,0.514,0.491,0.502
2022-05-13,1002.4,0.51,0.508,0.518,0.506
2022-05-14,1004.0,0.509,0.513,0.482,0.519
2022-05-15,1006.1,0.505,0.513,0.497,0.517
2022-05-16,1005.1,0.507,0.504,0.484,0.519
2022-05-17,1004.9,0.504,0.511,0.509,0.518
2022-05-18,1005.7,0.504,0.5,0.481,0.518
2022-05-19,1005.6,0.5,0.509,0.492,0.517
2022-05-20,1003.7,0.502,0.508,0.509,0.516
2022-05-21,1000.7,0.505,0.501,0.515,0.517
2022-05-22,999.8,0.487,0.489,0.472,0.518
2022-05-23,1001.3,0.468,0.475,0.453,0.515
2022-05-24,1003.4,0.43,0.459,0.442,0.514
2022-05-25,1005.0,0.415,0.445,0.432,0.512
2022-05-26,1003.5,0.426,0.43,0.425,0.511
2022-05-27,1002.1,0.492,0.485,0.428,0.509
2022-05-28,1001.7,0.483,0.489,0.431,0.508
2022-05-29,1002.1,0.489,0.495,0.435,0.507
2022-05-30,1001.7,0.474,0.482,0.434,0.506
2022-05-31,1001.6,0.493,0.49,0.434,0.505
2022-06-01,1002.1,0.486,0.479,0.433,0.504
2022-06-02,1002.3,0.507,0.51,0.457,0.504
2022-06-03,1003.2,0.51,0.513,0.506,0.505
2022-06-04,1004.1,0.507,0.503,0.517,0.512
2022-06-05,1004.1,0.504,0.5,0.498,0.519
2022-06-06,1003.1,0.506,0.512,0.505,0.518
2022-06-07,1002.1,0.502,0.501,0.515,0.518
2022-06-08,1001.7,0.507,0.51,0.47,0.518
2022-06-09,1002.0,0.507,0.515,0.494,0.516
2022-06-10,1002.4,0.507,0.504,0.459,0.518
2022-06-11,1002.8,0.488,0.494,0.464,0.516
2022-06-12,1004.1,0.5,0.495,0.458,0.514
2022-06-13,1004.5,0.506,0.512,0.474,0.513
2022-06-14,1004.5,0.503,0.513,0.482,0.512
2022-06-15,1004.8,0.509,0.513,0.507,0.513
2022-06-16,1004.9,0.51,0.516,0.474,0.518
2022-06-17,1005.0,0.509,0.518,0.509,0.517
2022-06-18,1004.6,0.51,0.517,0.494,0.519
2022-06-19,1003.4,0.513,0.512,0.494,0.519
2022-06-20,1002.0,0.51,0.513,0.489,0.518
2022-06-21,1002.1,0.503,0.502,0.48,0.517
2022-06-22,1004.7,0.499,0.51,0.509,0.516
2022-06-23,1005.3,0.503,0.507,0.511,0.516
2022-06-24,1004.2,0.505,0.507,0.501,0.516
2022-06-25,1003.5,0.483,0.493,0.492,0.515
2022-06-26,1005.2,0.491,0.493,0.483,0.515
2022-06-27,1004.9,0.499,0.5,0.479,0.514
2022-06-28,1004.0,0.508,0.513,0.488,0.513
2022-06-29,1003.3,0.51,0.513,0.507,0.513
2022-06-30,1002.6,0.509,0.506,0.514,0.515
2022-07-01,1001.2,0.504,0.505,0.516,0.514
2022-07-02,999.8,0.484,0.491,0.508,0.514
2022-07-03,1000.8,0.485,0.473,0.497,0.514
2022-07-04,1000.2,0.495,0.504,0.494,0.513
2022-07-05,1001.2,0.497,0.507,0.499,0.513
2022-07-06,1004.9,0.486,0.502,0.502,0.513
2022-07-07,1004.0,0.469,0.482,0.495,0.512
2022-07-08,1003.1,0.49,0.48,0.487,0.512
2022-07-09,1001.2,0.476,0.475,0.477,0.511
2022-07-10,1001.2,0.483,0.484,0.469,0.511
2022-07-11,1002.3,0.487,0.501,0.5,0.51
2022-07-12,1000.5,0.489,0.506,0.505,0.51
2022-07-13,998.7,0.489,0.505,0.506,0.51
2022-07-14,999.2,0.471,0.491,0.508,0.51
2022-07-15,1001.1,0.479,0.482,0.502,0.51
2022-07-16,1002.9,0.494,0.507,0.504,0.509
2022-07-17,1004.9,0.497,0.503,0.509,0.51
2022-07-18,1004.1,0.51,0.51,0.509,0.511
2022-07-19,1002.6,0.502,0.508,0.516,0.513
2022-07-20,1003.0,0.499,0.502,0.512,0.517
2022-07-21,1003.8,0.491,0.497,0.503,0.516
2022-07-22,1003.8,0.493,0.503,0.493,0.516
2022-07-23,1004.5,0.5,0.51,0.493,0.515
2022-07-24,1006.9,0.508,0.515,0.501,0.515
2022-07-25,1008.5,0.503,0.513,0.511,0.514
2022-07-26,1008.3,0.503,0.506,0.509,0.514
2022-07-27,1007.2,0.482,0.492,0.507,0.514
2022-07-28,1007.1,0.496,0.498,0.498,0.514
2022-07-29,1005.5,0.478,0.484,0.49,0.513
2022-07-30,1004.2,0.502,0.505,0.487,0.513
2022-07-31,1003.4,0.507,0.502,0.517,0.516
2022-08-01,1003.1,0.505,0.507,0.513,0.515
2022-08-02,1002.6,0.497,0.508,0.515,0.515
2022-08-03,1003.8,0.495,0.502,0.513,0.514
2022-08-04,1003.8,0.486,0.5,0.511,0.514
2022-08-05,1001.5,0.469,0.474,0.502,0.514
2022-08-06,1000.3,0.499,0.506,0.495,0.514
2022-08-07,999.5,0.491,0.503,0.494,0.513
2022-08-08,1000.3,0.493,0.506,0.51,0.513
2022-08-09,1001.4,0.471,0.475,0.512,0.514
2022-08-10,1002.0,0.429,0.454,0.501,0.514
2022-08-11,1002.3,0.4,0.44,0.489,0.513
2022-08-12,1000.8,0.378,0.427,0.479,0.513
2022-08-13,1001.2,0.443,0.431,0.47,0.512
2022-08-14,1006.1,0.453,0.423,0.463,0.511
2022-08-15,1007.4,0.46,0.441,0.456,0.51
2022-08-16,1004.7,0.47,0.455,0.451,0.509
2022-08-17,1001.2,0.439,0.446,0.446,0.508
2022-08-18,998.9,0.399,0.431,0.441,0.507
2022-08-19,1002.0,0.407,0.418,0.435,0.506
2022-08-20,1003.4,0.46,0.433,0.431,0.505
2022-08-21,1002.2,0.475,0.461,0.426,0.504
2022-08-22,1001.5,0.492,0.482,0.423,0.504
2022-08-23,1004.5,0.492,0.493,0.426,0.503
2022-08-24,1005.8,0.478,0.491,0.439,0.502
2022-08-25,1004.0,0.448,0.472,0.438,0.501
2022-08-26,1002.4,0.445,0.463,0.435,0.501
2022-08-27,1004.8,0.51,0.512,0.449,0.5
2022-08-28,1006.9,0.496,0.502,0.464,0.5
2022-08-29,1008.4,0.47,0.483,0.463,0.499
2022-08-30,1007.9,0.464,0.467,0.459,0.499
2022-08-31,1006.7,0.479,0.461,0.456,0.499
2022-09-01,1007.8,0.492,0.477,0.454,0.498
2022-09-02,1007.3,0.509,0.51,0.465,0.498
2022-09-03,1005.2,0.511,0.514,0.49,0.498
2022-09-04,1005.5,0.504,0.497,0.516,0.502
2022-09-05,1006.4,0.502,0.487,0.515,0.509
2022-09-06,1006.7,0.487,0.489,0.51,0.51
2022-09-07,1007.2,0.461,0.473,0.505,0.51
2022-09-08,1007.1,0.43,0.457,0.499,0.51
2022-09-09,1006.7,0.391,0.441,0.493,0.51
2022-09-10,1007.0,0.424,0.438,0.486,0.509
2022-09-11,1006.8,0.503,0.502,0.486,0.509
2022-09-12,1007.1,0.5,0.504,0.491,0.509
2022-09-13,1008.5,0.499,0.505,0.498,0.508
2022-09-14,1008.5,0.506,0.511,0.505,0.508
2022-09-15,1005.9,0.503,0.505,0.508,0.509
2022-09-16,1003.5,0.502,0.508,0.511,0.509
2022-09-17,1003.8,0.492,0.496,0.511,0.511
2022-09-18,1003.9,0.485,0.488,0.507,0.511
2022-09-19,1005.8,0.495,0.501,0.509,0.514
2022-09-20,1006.6,0.493,0.489,0.514,0.514
2022-09-21,1006.9,0.493,0.491,0.507,0.514
2022-09-22,1006.8,0.49,0.49,0.499,0.513
2022-09-23,1006.6,0.497,0.507,0.505,0.513
2022-09-24,1006.5,0.499,0.503,0.516,0.514
2022-09-25,1007.1,0.492,0.486,0.51,0.515
2022-09-26,1006.7,0.487,0.482,0.499,0.515
2022-09-27,1005.7,0.487,0.496,0.489,0.514
2022-09-28,1004.7,0.481,0.495,0.482,0.514
2022-09-29,1004.1,0.453,0.471,0.473,0.513
2022-09-30,1003.3,0.432,0.458,0.465,0.512
2022-10-01,1002.4,0.45,0.449,0.459,0.511
2022-10-02,1003.8,0.488,0.475,0.455,0.51
2022-10-03,1007.6,0.488,0.503,0.464,0.509
2022-10-04,1009.5,0.482,0.488,0.464,0.509
2022-10-05,1010.7,0.484,0.488,0.462,0.508
2022-10-06,1010.9,0.475,0.486,0.459,0.507
2022-10-07,1009.7,0.454,0.473,0.456,0.507
2022-10-08,1010.5,0.47,0.463,0.452,0.506
2022-10-09,1012.3,0.498,0.496,0.45,0.505
2022-10-10,1011.9,0.502,0.502,0.456,0.505
2022-10-11,1011.1,0.503,0.507,0.463,0.504
2022-10-12,1011.0,0.493,0.501,0.484,0.504
2022-10-13,1010.7,0.496,0.502,0.492,0.504
2022-10-14,1009.6,0.484,0.496,0.49,0.503
2022-10-15,1009.1,0.46,0.481,0.488,0.503
2022-10-16,1010.4,0.444,0.47,0.484,0.503
2022-10-17,1010.8,0.43,0.454,0.48,0.503
2022-10-18,1010.5,0.416,0.438,0.479,0.504
2022-10-19,1010.6,0.382,0.426,0.477,0.505
2022-10-20,1011.6,0.365,0.417,0.472,0.504
2022-10-21,1012.1,0.349,0.408,0.465,0.504
2022-10-22,1011.8,0.332,0.399,0.459,0.503
2022-10-23,1010.1,0.333,0.395,0.456,0.503
2022-10-24,1004.8,0.489,0.465,0.458,0.502
2022-10-25,1010.0,0.497,0.505,0.471,0.502
2022-10-26,1013.3,0.478,0.491,0.475,0.502
2022-10-27,1012.2,0.452,0.474,0.471,0.501
2022-10-28,1010.9,0.439,0.461,0.467,0.501
2022-10-29,1011.0,0.431,0.455,0.464,0.501
2022-10-30,1010.9,0.415,0.445,0.46,0.5
2022-10-31,1011.6,0.401,0.436,0.457,0.5
2022-11-01,1011.9,0.387,0.427,0.453,0.499
2022-11-02,1010.4,0.376,0.419,0.449,0.499
2022-11-03,1011.3,0.374,0.418,0.446,0.499
2022-11-04,1012.8,0.372,0.411,0.443,0.498
2022-11-05,1014.4,0.359,0.406,0.44,0.498
2022-11-06,1014.3,0.347,0.396,0.436,0.497
2022-11-07,1013.9,0.341,0.386,0.432,0.497
2022-11-08,1013.9,0.332,0.377,0.428,0.496
2022-11-09,1014.0,0.319,0.376,0.425,0.495
2022-11-10,1013.8,0.311,0.377,0.426,0.495
2022-11-11,1013.3,0.306,0.373,0.423,0.494
2022-11-12,1013.2,0.296,0.363,0.418,0.494
2022-11-13,1013.1,0.283,0.355,0.414,0.493
2022-11-14,1012.8,0.276,0.35,0.411,0.493
2022-11-15,1012.2,0.267,0.343,0.407,0.492
2022-11-16,1011.1,0.256,0.335,0.401,0.492
2022-11-17,1011.8,0.248,0.33,0.398,0.491
2022-11-18,1012.6,0.248,0.331,0.397,0.49
2022-11-19,1011.6,0.237,0.325,0.395,0.49
2022-11-20,1010.6,0.218,0.316,0.39,0.489
2022-11-21,1010.2,0.206,0.308,0.386,0.488
2022-11-22,1010.8,0.213,0.309,0.385,0.488
2022-11-23,1011.0,0.211,0.307,0.383,0.487
2022-11-24,1011.6,0.212,0.306,0.382,0.487
2022-11-25,1011.4,0.214,0.306,0.381,0.486
2022-11-26,1010.1,0.217,0.306,0.38,0.486
2022-11-27,1009.2,0.217,0.304,0.378,0.485
2022-11-28,1010.7,0.217,0.303,0.377,0.484
2022-11-29,1012.2,0.253,0.303,0.376,0.484
2022-11-30,1012.4,0.267,0.298,0.372,0.483
2022-12-01,1011.7,0.263,0.293,0.369,0.483
2022-12-02,1011.6,0.258,0.291,0.365,0.482
2022-12-03,1011.9,0.253,0.29,0.363,0.482
2022-12-04,1012.4,0.249,0.292,0.362,0.481
2022-12-05,1012.5,0.245,0.292,0.361,0.48
2022-12-06,1011.5,0.241,0.292,0.359,0.48
2022-12-07,1011.7,0.24,0.293,0.359,0.479
2022-12-08,1012.1,0.239,0.3,0.362,0.479
2022-12-09,1011.9,0.238,0.304,0.364,0.478
2022-12-10,1012.3,0.239,0.307,0.365,0.478
2022-12-11,1012.6,0.241,0.312,0.369,0.477
2022-12-12,1012.3,0.245,0.319,0.373,0.477
2022-12-13,1012.6,0.246,0.321,0.374,0.476
2022-12-14,1013.1,0.249,0.324,0.376,0.476
2022-12-15,1011.7,0.255,0.331,0.381,0.476
2022-12-16,1011.7,0.262,0.335,0.384,0.475
2022-12-17,1013.1,0.267,0.341,0.388,0.475
2022-12-18,1012.4,0.271,0.346,0.393,0.475
2022-12-19,1011.4,0.288,0.349,0.394,0.474
2022-12-20,1011.6,0.286,0.348,0.394,0.474
2022-12-21,1011.8,0.287,0.35,0.393,0.474
2022-12-22,1011.9,0.291,0.353,0.394,0.473
2022-12-23,1012.5,0.291,0.352,0.394,0.473
2022-12-24,1012.8,0.292,0.354,0.395,0.473
2022-12-25,1014.9,0.298,0.358,0.398,0.473
2022-12-26,1016.0,0.325,0.359,0.399,0.472
2022-12-27,1015.5,0.38,0.36,0.404,0.472
2022-12-28,1016.5,0.397,0.366,0.409,0.472
2022-12-29,1017.5,0.388,0.37,0.412,0.472
2022-12-30,1017.8,0.382,0.376,0.416,0.471
2022-12-31,1018.0,0.379,0.381,0.423,0.471
2023-01-01,1018.7,0.373,0.383,0.427,0.471
2023-01-02,1019.0,0.364,0.382,0.425,0.471
2023-01-03,1018.2,0.357,0.38,0.42,0.471
2023-01-04,1018.0,0.351,0.379,0.419,0.471
2023-01-05,1018.1,0.346,0.379,0.422,0.47
2023-01-06,1017.3,0.341,0.378,0.427,0.47
2023-01-07,1015.5,0.337,0.378,0.43,0.47
2023-01-08,1016.0,0.333,0.376,0.428,0.47
2023-01-09,1016.5,0.32,0.368,0.413,0.47
2023-01-10,1014.6,0.301,0.357,0.399,0.47
2023-01-11,1013.2,0.288,0.349,0.394,0.469
2023-01-12,1012.6,0.276,0.342,0.385,0.469
2023-01-13,1014.0,0.276,0.343,0.388,0.469
2023-01-14,1013.1,0.279,0.344,0.393,0.469
2023-01-15,1013.1,0.28,0.344,0.398,0.468
2023-01-16,1014.9,0.276,0.342,0.394,0.468
2023-01-17,1016.0,0.273,0.341,0.392,0.468
2023-01-18,1018.1,0.278,0.343,0.4,0.468
2023-01-19,1017.2,0.285,0.346,0.402,0.467
2023-01-20,1016.3,0.283,0.345,0.401,0.467
2023-01-21,1015.1,0.281,0.343,0.395,0.467
2023-01-22,1015.0,0.278,0.34,0.387,0.467
2023-01-23,1014.5,0.277,0.339,0.384,0.466
2023-01-24,1014.7,0.271,0.336,0.384,0.466
2023-01-25,1013.8,0.265,0.334,0.384,0.466
2023-01-26,1013.4,0.262,0.332,0.383,0.465
2023-01-27,1013.1,0.259,0.33,0.385,0.465
2023-01-28,1012.8,0.254,0.328,0.386,0.465
2023-01-29,1013.7,0.256,0.328,0.388,0.465
2023-01-30,1013.8,0.258,0.329,0.391,0.464
2023-01-31,1012.0,0.252,0.326,0.389,0.464
2023-02-01,1012.5,0.256,0.326,0.388,0.464
2023-02-02,1013.1,0.251,0.323,0.388,0.464
2023-02-03,1011.9,0.245,0.32,0.384,0.464
2023-02-04,1011.0,0.243,0.317,0.382,0.463
2023-02-05,1011.6,0.245,0.316,0.384,0.463
2023-02-06,1011.5,0.245,0.316,0.383,0.463
2023-02-07,1011.8,0.243,0.315,0.383,0.463
2023-02-08,1012.5,0.247,0.317,0.388,0.462
2023-02-09,1012.4,0.251,0.312,0.385,0.462
2023-02-10,1012.5,0.245,0.313,0.388,0.462
2023-02-11,1012.3,0.241,0.313,0.383,0.462
2023-02-12,1011.9,0.241,0.309,0.377,0.461
2023-02-13,1013.7,0.237,0.303,0.37,0.461
2023-02-14,1012.3,0.233,0.31,0.375,0.461
2023-02-15,1012.2,0.229,0.319,0.376,0.46
2023-02-16,1013.7,0.234,0.328,0.378,0.46
2023-02-17,1014.4,0.236,0.33,0.382,0.46
2023-02-18,1014.4,0.247,0.335,0.387,0.46
2023-02-19,1013.1,0.244,0.338,0.394,0.459
2023-02-20,1012.4,0.241,0.338,0.398,0.459
2023-02-21,1012.6,0.243,0.339,0.4,0.459
2023-02-22,1011.7,0.272,0.336,0.399,0.459
2023-02-23,1012.5,0.363,0.335,0.392,0.459
2023-02-24,1014.7,0.415,0.336,0.391,0.459
2023-02-25,1016.1,0.383,0.335,0.383,0.458
2023-02-26,1016.9,0.362,0.334,0.373,0.458
2023-02-27,1016.5,0.347,0.333,0.365,0.458
2023-02-28,1017.1,0.328,0.329,0.361,0.458
2023-03-01,1016.9,0.314,0.327,0.357,0.457
2023-03-02,1016.5,0.303,0.325,0.357,0.457
2023-03-03,1016.4,0.288,0.32,0.349,0.457
2023-03-04,1015.5,0.281,0.319,0.347,0.456
2023-03-05,1014.3,0.273,0.316,0.345,0.456
2023-03-06,1013.5,0.264,0.313,0.336,0.456
2023-03-07,1014.7,0.256,0.31,0.333,0.455
2023-03-08,1014.6,0.25,0.308,0.34,0.455
2023-03-09,1013.5,0.244,0.307,0.34,0.455
2023-03-10,1013.3,0.246,0.308,0.346,0.455
2023-03-11,1013.6,0.245,0.308,0.356,0.454
2023-03-12,1012.6,0.242,0.307,0.357,0.454
2023-03-13,1010.6,0.235,0.303,0.354,0.454
2023-03-14,1009.7,0.234,0.303,0.353,0.454
2023-03-15,1011.4,0.41,0.304,0.345,0.453
2023-03-16,1012.6,0.425,0.316,0.344,0.453
2023-03-17,1012.7,0.438,0.335,0.345,0.453
2023-03-18,1010.6,0.407,0.333,0.355,0.453
2023-03-19,1010.9,0.469,0.36,0.358,0.453
2023-03-20,1010.2,0.503,0.464,0.358,0.452
2023-03-21,1010.1,0.497,0.503,0.389,0.452
2023-03-22,1009.1,0.494,0.5,0.395,0.452
2023-03-23,1009.6,0.496,0.494,0.403,0.452
2023-03-24,1010.6,0.474,0.48,0.406,0.452
2023-03-25,1010.8,0.457,0.468,0.406,0.452
2023-03-26,1008.8,0.49,0.476,0.407,0.452
2023-03-27,1008.9,0.478,0.482,0.412,0.452
2023-03-28,1010.0,0.468,0.468,0.415,0.452
2023-03-29,1011.2,0.481,0.468,0.416,0.451
2023-03-30,1009.4,0.481,0.477,0.418,0.451
2023-03-31,1009.6,0.48,0.482,0.42,0.451
2023-04-01,1009.0,0.503,0.497,0.427,0.451
2023-04-02,1008.0,0.502,0.505,0.445,0.451
2023-04-03,1008.6,0.497,0.501,0.463,0.451
2023-04-04,1008.3,0.478,0.476,0.464,0.451
2023-04-05,1009.1,0.499,0.504,0.47,0.451
2023-04-06,1010.9,0.489,0.501,0.475,0.452
2023-04-07,1012.0,0.463,0.482,0.475,0.452
2023-04-08,1012.6,0.449,0.471,0.473,0.452
2023-04-09,1011.2,0.439,0.465,0.472,0.452
2023-04-10,1009.9,0.418,0.45,0.471,0.452
2023-04-11,1009.8,0.4,0.439,0.47,0.452
2023-04-12,1008.5,0.382,0.428,0.469,0.452
2023-04-13,1007.7,0.37,0.424,0.47,0.452
2023-04-14,1007.6,0.359,0.418,0.468,0.452
2023-04-15,1006.8,0.358,0.42,0.467,0.453
2023-04-16,1005.3,0.344,0.411,0.465,0.453
2023-04-17,1007.4,0.334,0.396,0.462,0.453
2023-04-18,1007.3,0.314,0.382,0.456,0.452
2023-04-19,1003.5,0.328,0.372,0.451,0.452
2023-04-20,1002.3,0.356,0.364,0.446,0.452
2023-04-21,1004.5,0.386,0.361,0.438,0.452
2023-04-22,1005.3,0.401,0.363,0.438,0.452
2023-04-23,1009.1,0.455,0.375,0.439,0.452
2023-04-24,1010.6,0.416,0.373,0.436,0.452
2023-04-25,1009.3,0.377,0.367,0.432,0.452
