date,pressure_msl (hPa),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³)
2019-03-28,1011.8,0.346,0.395,0.367,0.453
2019-03-29,1009.6,0.331,0.388,0.368,0.453
2019-03-30,1008.9,0.327,0.382,0.368,0.453
2019-03-31,1010.0,0.414,0.379,0.367,0.453
2019-04-01,1011.6,0.456,0.389,0.368,0.453
2019-04-02,1011.0,0.479,0.431,0.367,0.452
2019-04-03,1011.9,0.45,0.429,0.365,0.452
2019-04-04,1012.1,0.459,0.438,0.365,0.452
2019-04-05,1011.4,0.459,0.43,0.364,0.452
2019-04-06,1010.1,0.43,0.424,0.364,0.452
2019-04-07,1010.5,0.469,0.434,0.365,0.451
2019-04-08,1010.0,0.481,0.455,0.366,0.451
2019-04-09,1010.5,0.497,0.488,0.371,0.451
2019-04-10,1011.1,0.493,0.499,0.391,0.451
2019-04-11,1009.1,0.466,0.481,0.398,0.451
2019-04-12,1008.6,0.453,0.466,0.398,0.451
2019-04-13,1008.5,0.434,0.453,0.396,0.451
2019-04-14,1008.6,0.459,0.447,0.395,0.45
2019-04-15,1008.5,0.464,0.443,0.393,0.45
2019-04-16,1009.0,0.452,0.438,0.392,0.45
2019-04-17,1009.2,0.439,0.433,0.39,0.45
2019-04-18,1008.3,0.405,0.423,0.389,0.45
2019-04-19,1007.9,0.38,0.411,0.386,0.449
2019-04-20,1006.8,0.433,0.403,0.382,0.449
2019-04-21,1006.5,0.403,0.396,0.38,0.449
2019-04-22,1007.3,0.379,0.391,0.379,0.449
2019-04-23,1008.7,0.352,0.384,0.379,0.449
2019-04-24,1008.5,0.325,0.373,0.377,0.448
2019-04-25,1007.6,0.303,0.366,0.374,0.448
2019-04-26,1006.2,0.287,0.359,0.372,0.448
2019-04-27,1006.1,0.35,0.356,0.371,0.448
2019-04-28,1007.1,0.46,0.375,0.372,0.447
2019-04-29,1006.8,0.474,0.394,0.372,0.447
2019-04-30,1007.1,0.489,0.442,0.372,0.447
2019-05-01,1007.2,0.509,0.507,0.388,0.447
2019-05-02,1007.5,0.49,0.497,0.404,0.447
2019-05-03,1007.5,0.48,0.48,0.408,0.447
2019-05-04,1003.9,0.505,0.5,0.415,0.447
2019-05-05,1007.1,0.49,0.493,0.425,0.447
2019-05-06,1005.2,0.489,0.484,0.428,0.447
2019-05-07,1004.5,0.476,0.478,0.43,0.447
2019-05-08,1003.1,0.475,0.472,0.431,0.446
2019-05-09,1002.7,0.481,0.474,0.432,0.446
2019-05-10,1005.1,0.488,0.479,0.432,0.446
2019-05-11,1006.6,0.495,0.489,0.434,0.446
2019-05-12,1005.7,0.484,0.485,0.436,0.446
2019-05-13,1005.8,0.49,0.499,0.442,0.446
2019-05-14,1006.4,0.487,0.499,0.457,0.446
2019-05-15,1007.7,0.493,0.491,0.465,0.446
2019-05-16,1007.8,0.5,0.505,0.468,0.446
2019-05-17,1005.9,0.504,0.512,0.496,0.447
2019-05-18,1005.8,0.509,0.511,0.501,0.448
2019-05-19,1007.6,0.499,0.509,0.51,0.451
2019-05-20,1007.4,0.495,0.501,0.507,0.454
2019-05-21,1006.7,0.473,0.484,0.503,0.456
2019-05-22,1006.8,0.497,0.5,0.501,0.458
2019-05-23,1007.1,0.502,0.509,0.512,0.461
2019-05-24,1005.7,0.512,0.509,0.518,0.484
2019-05-25,1003.6,0.513,0.502,0.517,0.509
2019-05-26,1004.5,0.506,0.5,0.498,0.519
2019-05-27,1004.8,0.492,0.504,0.484,0.518
2019-05-28,1003.9,0.467,0.486,0.472,0.516
2019-05-29,1003.6,0.469,0.48,0.462,0.515
2019-05-30,1004.1,0.481,0.483,0.455,0.513
2019-05-31,1004.9,0.496,0.499,0.455,0.512
2019-06-01,1006.1,0.505,0.509,0.474,0.511
2019-06-02,1006.1,0.494,0.499,0.478,0.51
2019-06-03,1005.2,0.503,0.509,0.482,0.51
2019-06-04,1004.9,0.508,0.513,0.514,0.514
2019-06-05,1004.6,0.508,0.512,0.486,0.517
2019-06-06,1005.0,0.49,0.5,0.489,0.516
2019-06-07,1006.4,0.51,0.512,0.489,0.515
2019-06-08,1004.5,0.503,0.507,0.489,0.514
2019-06-09,1002.8,0.508,0.51,0.49,0.514
2019-06-10,1001.7,0.5,0.508,0.5,0.513
2019-06-11,1001.2,0.488,0.501,0.497,0.513
2019-06-12,1000.5,0.465,0.477,0.487,0.513
2019-06-13,998.8,0.451,0.46,0.478,0.512
2019-06-14,1000.0,0.512,0.503,0.473,0.511
2019-06-15,1000.6,0.512,0.516,0.483,0.511
2019-06-16,1000.3,0.504,0.508,0.5,0.51
2019-06-17,1000.6,0.496,0.503,0.5,0.51
2019-06-18,999.7,0.48,0.497,0.499,0.51
2019-06-19,1000.4,0.454,0.471,0.494,0.51
2019-06-20,1002.1,0.467,0.463,0.488,0.509
2019-06-21,1003.4,0.493,0.483,0.484,0.509
2019-06-22,1004.4,0.487,0.496,0.488,0.508
2019-06-23,1004.2,0.48,0.486,0.484,0.508
2019-06-24,1004.6,0.458,0.473,0.479,0.508
2019-06-25,1004.2,0.5,0.487,0.476,0.507
2019-06-26,1002.6,0.512,0.513,0.491,0.507
2019-06-27,1000.4,0.508,0.511,0.505,0.507
2019-06-28,999.8,0.507,0.506,0.517,0.51
2019-06-29,998.8,0.478,0.486,0.512,0.511
2019-06-30,998.7,0.473,0.474,0.507,0.511
2019-07-01,999.8,0.5,0.504,0.502,0.511
2019-07-02,1001.6,0.476,0.486,0.497,0.511
2019-07-03,1001.3,0.464,0.473,0.492,0.51
2019-07-04,999.2,0.452,0.459,0.485,0.51
2019-07-05,997.6,0.496,0.483,0.484,0.509
2019-07-06,997.5,0.502,0.509,0.485,0.509
2019-07-07,998.9,0.508,0.515,0.497,0.509
2019-07-08,1001.2,0.513,0.507,0.516,0.511
2019-07-09,1001.2,0.512,0.507,0.511,0.518
2019-07-10,1001.0,0.512,0.515,0.498,0.519
2019-07-11,1003.2,0.507,0.506,0.488,0.519
2019-07-12,1004.3,0.512,0.516,0.501,0.517
2019-07-13,1003.0,0.514,0.515,0.508,0.518
2019-07-14,1001.4,0.512,0.517,0.497,0.518
2019-07-15,1001.4,0.508,0.514,0.511,0.518
2019-07-16,1002.4,0.495,0.493,0.511,0.518
2019-07-17,1001.3,0.479,0.489,0.494,0.517
2019-07-18,1001.0,0.466,0.477,0.479,0.516
2019-07-19,1003.4,0.499,0.496,0.47,0.515
2019-07-20,1004.1,0.499,0.5,0.468,0.514
2019-07-21,1003.9,0.503,0.503,0.467,0.513
2019-07-22,1003.8,0.507,0.512,0.48,0.512
2019-07-23,1002.9,0.507,0.507,0.487,0.511
2019-07-24,1003.1,0.506,0.511,0.49,0.511
2019-07-25,1001.9,0.498,0.507,0.499,0.511
2019-07-26,1001.5,0.503,0.512,0.506,0.511
2019-07-27,1002.7,0.493,0.497,0.516,0.512
2019-07-28,1003.8,0.461,0.469,0.507,0.512
2019-07-29,1004.7,0.447,0.454,0.499,0.512
2019-07-30,1004.6,0.509,0.488,0.493,0.511
2019-07-31,1003.3,0.503,0.507,0.501,0.511
2019-08-01,1001.7,0.497,0.505,0.5,0.511
2019-08-02,1000.6,0.497,0.508,0.503,0.511
2019-08-03,999.6,0.495,0.5,0.503,0.51
2019-08-04,997.0,0.493,0.503,0.5,0.51
2019-08-05,994.5,0.472,0.494,0.497,0.51
2019-08-06,995.6,0.442,0.47,0.49,0.51
2019-08-07,998.8,0.468,0.454,0.481,0.509
2019-08-08,1002.2,0.487,0.481,0.474,0.509
2019-08-09,1001.8,0.496,0.484,0.47,0.508
2019-08-10,1000.0,0.485,0.485,0.466,0.508
2019-08-11,997.1,0.447,0.47,0.463,0.507
2019-08-12,999.0,0.45,0.459,0.457,0.506
2019-08-13,1004.3,0.504,0.492,0.455,0.506
2019-08-14,1006.5,0.508,0.51,0.462,0.505
2019-08-15,1005.5,0.51,0.516,0.492,0.505
2019-08-16,1004.0,0.509,0.511,0.517,0.51
2019-08-17,1004.1,0.497,0.49,0.513,0.516
2019-08-18,1006.2,0.489,0.494,0.502,0.516
2019-08-19,1005.9,0.489,0.495,0.491,0.515
2019-08-20,1003.8,0.487,0.497,0.484,0.515
2019-08-21,1002.3,0.488,0.496,0.477,0.514
2019-08-22,1001.8,0.499,0.505,0.482,0.514
2019-08-23,1004.3,0.504,0.511,0.515,0.513
2019-08-24,1004.7,0.505,0.506,0.516,0.515
2019-08-25,1003.6,0.487,0.497,0.514,0.516
2019-08-26,1003.0,0.481,0.483,0.504,0.516
2019-08-27,1002.6,0.484,0.489,0.493,0.515
2019-08-28,1004.6,0.509,0.512,0.493,0.514
2019-08-29,1003.7,0.483,0.496,0.492,0.514
2019-08-30,1001.1,0.486,0.487,0.484,0.513
2019-08-31,1000.7,0.486,0.495,0.479,0.513
2019-09-01,1001.0,0.457,0.476,0.473,0.512
2019-09-02,1001.2,0.474,0.484,0.467,0.511
2019-09-03,1001.7,0.49,0.491,0.463,0.51
2019-09-04,1002.2,0.496,0.503,0.471,0.51
2019-09-05,1002.2,0.499,0.508,0.502,0.509
2019-09-06,1001.7,0.494,0.497,0.503,0.509
2019-09-07,1003.4,0.5,0.504,0.504,0.509
2019-09-08,1003.9,0.507,0.511,0.507,0.509
2019-09-09,1002.9,0.507,0.509,0.513,0.509
2019-09-10,1003.0,0.501,0.488,0.513,0.512
2019-09-11,1005.0,0.501,0.507,0.512,0.512
2019-09-12,1008.4,0.508,0.51,0.492,0.518
2019-09-13,1008.8,0.509,0.51,0.469,0.516
2019-09-14,1007.5,0.479,0.493,0.467,0.515
2019-09-15,1006.0,0.467,0.476,0.46,0.513
2019-09-16,1006.1,0.491,0.48,0.452,0.512
2019-09-17,1007.8,0.487,0.499,0.458,0.511
2019-09-18,1009.3,0.46,0.48,0.454,0.51
2019-09-19,1008.8,0.438,0.461,0.447,0.509
2019-09-20,1007.7,0.419,0.441,0.439,0.508
2019-09-21,1007.6,0.427,0.422,0.433,0.507
2019-09-22,1010.4,0.489,0.443,0.426,0.506
2019-09-23,1012.4,0.499,0.495,0.423,0.505
2019-09-24,1014.1,0.498,0.502,0.432,0.504
2019-09-25,1016.3,0.51,0.511,0.452,0.504
2019-09-26,1015.2,0.492,0.496,0.465,0.503
2019-09-27,1013.8,0.473,0.484,0.464,0.503
2019-09-28,1013.2,0.454,0.47,0.461,0.502
2019-09-29,1013.3,0.494,0.474,0.458,0.502
2019-09-30,1010.7,0.504,0.497,0.459,0.502
2019-10-01,1009.7,0.51,0.513,0.478,0.501
2019-10-02,1009.7,0.499,0.498,0.483,0.501
2019-10-03,1009.7,0.497,0.497,0.482,0.501
2019-10-04,1009.1,0.494,0.495,0.483,0.501
2019-10-05,1009.2,0.493,0.494,0.482,0.5
2019-10-06,1010.1,0.496,0.5,0.483,0.5
2019-10-07,1011.0,0.5,0.509,0.494,0.5
2019-10-08,1011.9,0.495,0.503,0.49,0.5
2019-10-09,1010.7,0.471,0.488,0.488,0.5
2019-10-10,1010.8,0.504,0.499,0.489,0.5
2019-10-11,1010.5,0.492,0.507,0.511,0.501
2019-10-12,1010.6,0.467,0.485,0.507,0.502
2019-10-13,1010.7,0.447,0.469,0.504,0.502
2019-10-14,1011.5,0.423,0.453,0.5,0.502
2019-10-15,1012.7,0.421,0.439,0.495,0.502
2019-10-16,1013.3,0.462,0.439,0.488,0.502
2019-10-17,1012.5,0.434,0.435,0.482,0.502
2019-10-18,1012.6,0.41,0.429,0.476,0.501
2019-10-19,1012.8,0.388,0.421,0.47,0.501
2019-10-20,1011.6,0.368,0.411,0.464,0.501
2019-10-21,1009.7,0.358,0.402,0.458,0.5
2019-10-22,1009.3,0.362,0.398,0.454,0.5
2019-10-23,1009.4,0.348,0.393,0.45,0.499
2019-10-24,1012.1,0.432,0.393,0.447,0.499
2019-10-25,1011.2,0.478,0.411,0.444,0.499
2019-10-26,1011.5,0.51,0.514,0.476,0.498
2019-10-27,1011.7,0.49,0.503,0.505,0.499
2019-10-28,1011.7,0.472,0.488,0.504,0.499
2019-10-29,1011.6,0.458,0.475,0.501,0.5
2019-10-30,1010.4,0.45,0.465,0.5,0.5
2019-10-31,1010.4,0.451,0.461,0.497,0.5
2019-11-01,1010.5,0.439,0.456,0.495,0.5
2019-11-02,1010.5,0.421,0.447,0.494,0.499
2019-11-03,1010.8,0.404,0.435,0.489,0.499
2019-11-04,1010.6,0.388,0.423,0.484,0.499
2019-11-05,1009.5,0.38,0.419,0.478,0.499
2019-11-06,1008.8,0.37,0.414,0.474,0.499
2019-11-07,1009.8,0.354,0.405,0.469,0.498
2019-11-08,1011.3,0.396,0.401,0.465,0.498
2019-11-09,1011.3,0.508,0.458,0.462,0.498
2019-11-10,1009.2,0.509,0.512,0.478,0.498
2019-11-11,1009.7,0.496,0.507,0.494,0.498
2019-11-12,1012.5,0.481,0.494,0.495,0.498
2019-11-13,1014.1,0.469,0.484,0.494,0.497
2019-11-14,1013.4,0.454,0.473,0.493,0.497
2019-11-15,1012.9,0.448,0.466,0.491,0.497
2019-11-16,1012.8,0.435,0.456,0.487,0.497
2019-11-17,1012.8,0.418,0.444,0.483,0.497
2019-11-18,1013.2,0.41,0.439,0.479,0.497
2019-11-19,1013.7,0.4,0.432,0.475,0.497
2019-11-20,1014.3,0.393,0.428,0.471,0.497
2019-11-21,1014.5,0.383,0.421,0.468,0.496
2019-11-22,1014.7,0.37,0.412,0.462,0.496
2019-11-23,1014.1,0.363,0.407,0.458,0.496
2019-11-24,1014.3,0.358,0.404,0.455,0.495
2019-11-25,1014.7,0.349,0.399,0.452,0.495
2019-11-26,1014.5,0.336,0.391,0.448,0.495
2019-11-27,1014.6,0.322,0.382,0.443,0.494
2019-11-28,1014.2,0.315,0.377,0.439,0.494
2019-11-29,1013.9,0.309,0.373,0.436,0.494
2019-11-30,1013.8,0.302,0.369,0.434,0.493
2019-12-01,1015.0,0.292,0.363,0.43,0.493
2019-12-02,1014.7,0.288,0.361,0.428,0.492
2019-12-03,1015.2,0.287,0.361,0.426,0.492
2019-12-04,1016.7,0.283,0.358,0.424,0.491
2019-12-05,1017.9,0.284,0.359,0.423,0.491
2019-12-06,1017.9,0.288,0.361,0.422,0.491
2019-12-07,1016.3,0.285,0.358,0.42,0.49
2019-12-08,1016.5,0.282,0.357,0.419,0.49
2019-12-09,1015.8,0.285,0.359,0.419,0.489
2019-12-10,1014.0,0.291,0.362,0.421,0.489
2019-12-11,1014.2,0.294,0.362,0.42,0.488
2019-12-12,1015.6,0.291,0.36,0.419,0.488
2019-12-13,1017.2,0.289,0.358,0.418,0.488
2019-12-14,1016.8,0.286,0.357,0.416,0.487
2019-12-15,1016.0,0.285,0.356,0.416,0.487
2019-12-16,1016.0,0.283,0.354,0.414,0.487
2019-12-17,1016.6,0.28,0.352,0.412,0.486
2019-12-18,1016.4,0.28,0.351,0.411,0.486
2019-12-19,1014.4,0.29,0.356,0.413,0.485
2019-12-20,1014.2,0.292,0.356,0.413,0.485
2019-12-21,1015.1,0.304,0.36,0.414,0.485
2019-12-22,1015.2,0.313,0.365,0.416,0.484
2019-12-23,1016.0,0.322,0.369,0.418,0.484
2019-12-24,1016.3,0.333,0.375,0.421,0.484
2019-12-25,1015.6,0.333,0.375,0.421,0.483
2019-12-26,1014.8,0.331,0.374,0.42,0.483
2019-12-27,1014.8,0.358,0.375,0.42,0.483
2019-12-28,1015.9,0.352,0.371,0.416,0.483
2019-12-29,1015.5,0.342,0.366,0.412,0.482
2019-12-30,1016.8,0.329,0.359,0.409,0.482
2019-12-31,1017.8,0.316,0.352,0.407,0.482
2020-01-01,1019.8,0.307,0.348,0.405,0.481
2020-01-02,1019.3,0.305,0.351,0.404,0.481
2020-01-03,1017.1,0.423,0.357,0.406,0.481
2020-01-04,1014.9,0.425,0.362,0.404,0.48
2020-01-05,1015.7,0.422,0.365,0.402,0.48
2020-01-06,1018.2,0.416,0.368,0.401,0.48
2020-01-07,1015.7,0.395,0.367,0.401,0.479
2020-01-08,1015.0,0.386,0.368,0.404,0.479
2020-01-09,1015.1,0.418,0.37,0.404,0.479
2020-01-10,1015.5,0.413,0.372,0.401,0.479
2020-01-11,1015.5,0.398,0.372,0.4,0.478
2020-01-12,1012.8,0.39,0.373,0.404,0.478
2020-01-13,1012.3,0.384,0.374,0.405,0.478
2020-01-14,1013.7,0.376,0.373,0.405,0.478
2020-01-15,1014.9,0.363,0.369,0.401,0.477
2020-01-16,1015.3,0.349,0.366,0.396,0.477
2020-01-17,1015.5,0.335,0.361,0.391,0.477
2020-01-18,1014.8,0.321,0.355,0.385,0.476
2020-01-19,1014.3,0.307,0.35,0.381,0.476
2020-01-20,1016.4,0.305,0.348,0.38,0.476
2020-01-21,1018.4,0.305,0.348,0.383,0.475
2020-01-22,1017.2,0.3,0.346,0.382,0.475
2020-01-23,1015.4,0.295,0.345,0.383,0.475
2020-01-24,1015.7,0.292,0.344,0.384,0.474
2020-01-25,1014.1,0.285,0.342,0.383,0.474
2020-01-26,1012.7,0.278,0.34,0.382,0.474
2020-01-27,1012.9,0.277,0.34,0.383,0.473
2020-01-28,1014.4,0.276,0.339,0.383,0.473
2020-01-29,1015.5,0.273,0.337,0.382,0.473
2020-01-30,1013.2,0.264,0.333,0.379,0.472
2020-01-31,1014.1,0.268,0.329,0.373,0.472
2020-02-01,1015.6,0.278,0.326,0.368,0.472
2020-02-02,1017.9,0.279,0.328,0.367,0.471
2020-02-03,1017.2,0.275,0.327,0.365,0.471
2020-02-04,1015.1,0.269,0.325,0.361,0.47
2020-02-05,1014.2,0.262,0.322,0.361,0.47
2020-02-06,1016.1,0.255,0.317,0.359,0.47
2020-02-07,1017.5,0.257,0.318,0.355,0.469
2020-02-08,1017.5,0.263,0.329,0.364,0.469
2020-02-09,1017.1,0.262,0.328,0.363,0.469
2020-02-10,1016.4,0.256,0.322,0.359,0.468
2020-02-11,1016.4,0.253,0.321,0.358,0.468
2020-02-12,1014.9,0.241,0.317,0.356,0.467
2020-02-13,1012.4,0.238,0.318,0.359,0.467
2020-02-14,1010.8,0.246,0.321,0.362,0.467
2020-02-15,1013.4,0.254,0.322,0.363,0.466
2020-02-16,1015.0,0.258,0.32,0.363,0.466
2020-02-17,1014.6,0.262,0.322,0.365,0.466
2020-02-18,1014.5,0.259,0.323,0.367,0.465
2020-02-19,1015.7,0.256,0.326,0.369,0.465
2020-02-20,1016.8,0.253,0.323,0.37,0.465
2020-02-21,1018.0,0.249,0.321,0.369,0.464
2020-02-22,1017.1,0.234,0.317,0.368,0.464
2020-02-23,1015.4,0.239,0.317,0.367,0.464
2020-02-24,1013.4,0.229,0.314,0.366,0.463
2020-02-25,1013.2,0.234,0.313,0.365,0.463
2020-02-26,1014.4,0.23,0.312,0.364,0.463
2020-02-27,1014.2,0.228,0.3,0.356,0.462
2020-02-28,1012.8,0.219,0.283,0.348,0.462
2020-02-29,1011.7,0.21,0.266,0.339,0.462
2020-03-01,1011.4,0.204,0.258,0.335,0.461
2020-03-02,1011.0,0.2,0.247,0.33,0.461
2020-03-03,1011.1,0.198,0.243,0.321,0.46
2020-03-04,1011.8,0.199,0.238,0.313,0.46
2020-03-05,1011.8,0.221,0.234,0.309,0.459
2020-03-06,1013.8,0.308,0.23,0.308,0.459
2020-03-07,1014.2,0.342,0.23,0.31,0.459
2020-03-08,1011.5,0.333,0.229,0.306,0.458
2020-03-09,1011.3,0.334,0.224,0.302,0.458
2020-03-10,1011.2,0.307,0.22,0.302,0.457
2020-03-11,1011.8,0.288,0.221,0.309,0.457
2020-03-12,1013.4,0.272,0.22,0.308,0.456
2020-03-13,1013.2,0.256,0.217,0.306,0.456
2020-03-14,1011.8,0.251,0.22,0.306,0.455
2020-03-15,1011.3,0.245,0.222,0.306,0.455
2020-03-16,1012.5,0.237,0.224,0.307,0.454
2020-03-17,1013.6,0.232,0.226,0.31,0.454
2020-03-18,1011.9,0.23,0.23,0.311,0.453
2020-03-19,1011.2,0.225,0.23,0.312,0.453
2020-03-20,1010.3,0.224,0.232,0.309,0.452
2020-03-21,1011.4,0.216,0.23,0.308,0.452
2020-03-22,1013.1,0.225,0.234,0.303,0.451
2020-03-23,1011.2,0.225,0.234,0.298,0.451
2020-03-24,1009.9,0.221,0.237,0.3,0.45
2020-03-25,1008.4,0.214,0.24,0.303,0.45
2020-03-26,1009.7,0.211,0.241,0.302,0.449
2020-03-27,1009.5,0.208,0.239,0.299,0.449
2020-03-28,1007.0,0.208,0.249,0.302,0.448
2020-03-29,1007.7,0.212,0.258,0.309,0.448
2020-03-30,1009.2,0.21,0.261,0.31,0.447
2020-03-31,1009.5,0.211,0.264,0.311,0.447
2020-04-01,1008.1,0.213,0.272,0.318,0.446
2020-04-02,1008.2,0.217,0.282,0.321,0.446
2020-04-03,1009.5,0.277,0.284,0.325,0.445
2020-04-04,1010.8,0.263,0.281,0.318,0.445
2020-04-05,1010.5,0.251,0.28,0.311,0.444
2020-04-06,1009.0,0.241,0.278,0.306,0.444
2020-04-07,1007.9,0.238,0.282,0.308,0.443
2020-04-08,1009.3,0.244,0.286,0.311,0.443
2020-04-09,1009.5,0.298,0.282,0.298,0.443
2020-04-10,1011.8,0.305,0.28,0.29,0.442
2020-04-11,1011.6,0.281,0.281,0.288,0.441
2020-04-12,1009.7,0.267,0.282,0.287,0.441
2020-04-13,1009.0,0.253,0.282,0.291,0.44
2020-04-14,1010.2,0.238,0.282,0.291,0.44
2020-04-15,1009.6,0.234,0.284,0.293,0.44
2020-04-16,1008.5,0.262,0.285,0.299,0.439
2020-04-17,1009.9,0.462,0.312,0.303,0.439
2020-04-18,1009.9,0.475,0.405,0.31,0.439
2020-04-19,1009.6,0.467,0.467,0.312,0.439
2020-04-20,1010.0,0.48,0.463,0.312,0.438
2020-04-21,1009.4,0.475,0.467,0.314,0.438
2020-04-22,1010.2,0.493,0.49,0.324,0.438
2020-04-23,1009.1,0.456,0.466,0.327,0.438
2020-04-24,1009.0,0.46,0.455,0.328,0.438
2020-04-25,1010.3,0.491,0.489,0.342,0.438
2020-04-26,1012.1,0.478,0.474,0.346,0.437
2020-04-27,1013.0,0.492,0.484,0.35,0.437
2020-04-28,1011.4,0.466,0.463,0.352,0.437
2020-04-29,1010.3,0.457,0.448,0.352,0.437
2020-04-30,1010.8,0.466,0.453,0.352,0.437
2020-05-01,1009.2,0.426,0.44,0.353,0.437
2020-05-02,1008.0,0.396,0.42,0.352,0.436
2020-05-03,1008.3,0.385,0.41,0.352,0.436
2020-05-04,1009.4,0.453,0.405,0.35,0.436
2020-05-05,1008.5,0.456,0.405,0.35,0.436
2020-05-06,1008.2,0.476,0.434,0.35,0.436
2020-05-07,1008.0,0.449,0.448,0.351,0.436
2020-05-08,1007.7,0.406,0.434,0.352,0.435
2020-05-09,1008.4,0.369,0.417,0.351,0.435
2020-05-10,1008.0,0.335,0.396,0.349,0.435
2020-05-11,1008.2,0.308,0.379,0.346,0.435
2020-05-12,1007.2,0.292,0.367,0.345,0.434
2020-05-13,1008.0,0.384,0.357,0.343,0.434
2020-05-14,1007.4,0.451,0.368,0.343,0.434
2020-05-15,1006.0,0.484,0.41,0.342,0.434
2020-05-16,1005.2,0.496,0.489,0.346,0.434
2020-05-17,1004.3,0.467,0.472,0.35,0.434
2020-05-18,1002.4,0.439,0.455,0.351,0.433
2020-05-19,1001.6,0.427,0.442,0.352,0.433
2020-05-20,1000.1,0.494,0.465,0.353,0.433
2020-05-21,1001.5,0.486,0.461,0.354,0.433
2020-05-22,1004.9,0.507,0.48,0.357,0.433
2020-05-23,1006.2,0.501,0.498,0.37,0.433
2020-05-24,1005.5,0.501,0.5,0.389,0.433
2020-05-25,1005.9,0.502,0.496,0.4,0.433
2020-05-26,1005.6,0.505,0.505,0.417,0.433
2020-05-27,1006.8,0.511,0.516,0.482,0.433
2020-05-28,1007.0,0.508,0.513,0.511,0.436
2020-05-29,1007.6,0.491,0.498,0.511,0.441
2020-05-30,1008.6,0.505,0.507,0.512,0.445
2020-05-31,1009.2,0.497,0.502,0.514,0.451
2020-06-01,1008.4,0.504,0.505,0.513,0.458
2020-06-02,1006.7,0.509,0.51,0.517,0.469
2020-06-03,1006.6,0.511,0.51,0.517,0.486
2020-06-04,1006.1,0.507,0.501,0.516,0.5
2020-06-05,1005.4,0.499,0.49,0.515,0.509
2020-06-06,1004.5,0.508,0.508,0.515,0.515
2020-06-07,1003.0,0.503,0.508,0.508,0.518
2020-06-08,1002.8,0.498,0.503,0.494,0.517
2020-06-09,1002.2,0.478,0.491,0.482,0.516
2020-06-10,1002.9,0.495,0.483,0.472,0.515
2020-06-11,1002.9,0.504,0.503,0.469,0.514
2020-06-12,1002.5,0.504,0.507,0.467,0.513
2020-06-13,1003.3,0.503,0.506,0.474,0.512
2020-06-14,1003.2,0.474,0.487,0.474,0.511
2020-06-15,1002.1,0.499,0.493,0.469,0.511
2020-06-16,1000.9,0.493,0.5,0.48,0.51
2020-06-17,1001.2,0.513,0.508,0.507,0.513
2020-06-18,1002.9,0.504,0.507,0.517,0.515
2020-06-19,1003.4,0.492,0.487,0.512,0.516
2020-06-20,1003.0,0.486,0.486,0.501,0.516
2020-06-21,1002.0,0.493,0.495,0.491,0.515
2020-06-22,1003.5,0.497,0.495,0.483,0.514
2020-06-23,1006.0,0.502,0.501,0.477,0.514
2020-06-24,1005.6,0.506,0.513,0.482,0.513
2020-06-25,1004.2,0.512,0.514,0.497,0.512
2020-06-26,1003.5,0.511,0.503,0.512,0.515
2020-06-27,1003.2,0.515,0.516,0.488,0.518
2020-06-28,1004.2,0.504,0.512,0.493,0.517
2020-06-29,1004.1,0.501,0.503,0.491,0.516
2020-06-30,1003.5,0.5,0.505,0.475,0.516
2020-07-01,1002.1,0.503,0.511,0.478,0.514
2020-07-02,1001.6,0.504,0.51,0.491,0.513
2020-07-03,1002.1,0.488,0.498,0.492,0.513
2020-07-04,1001.7,0.497,0.492,0.484,0.512
2020-07-05,1000.8,0.503,0.506,0.481,0.512
2020-07-06,1002.5,0.503,0.509,0.489,0.511
2020-07-07,1005.1,0.498,0.496,0.487,0.511
2020-07-08,1003.8,0.504,0.505,0.485,0.51
2020-07-09,1001.8,0.502,0.51,0.495,0.51
2020-07-10,1002.0,0.511,0.511,0.5,0.51
2020-07-11,1002.0,0.51,0.515,0.509,0.51
2020-07-12,1002.2,0.515,0.511,0.517,0.516
2020-07-13,1002.0,0.508,0.507,0.49,0.518
2020-07-14,1003.9,0.505,0.506,0.513,0.517
2020-07-15,1004.2,0.5,0.503,0.502,0.517
2020-07-16,1003.1,0.494,0.503,0.5,0.516
2020-07-17,1003.9,0.498,0.497,0.488,0.516
2020-07-18,1004.6,0.506,0.512,0.488,0.515
2020-07-19,1003.7,0.507,0.508,0.49,0.514
2020-07-20,1003.8,0.509,0.514,0.497,0.514
2020-07-21,1004.4,0.515,0.517,0.509,0.513
2020-07-22,1003.4,0.505,0.499,0.505,0.518
2020-07-23,1004.9,0.504,0.499,0.503,0.517
2020-07-24,1007.7,0.494,0.503,0.493,0.516
2020-07-25,1006.8,0.479,0.493,0.485,0.516
2020-07-26,1005.5,0.49,0.484,0.476,0.515
2020-07-27,1004.4,0.505,0.505,0.472,0.514
2020-07-28,1004.9,0.499,0.496,0.467,0.513
2020-07-29,1005.8,0.509,0.513,0.477,0.512
2020-07-30,1005.9,0.506,0.511,0.495,0.511
2020-07-31,1004.2,0.49,0.5,0.502,0.511
2020-08-01,1001.5,0.472,0.485,0.497,0.511
2020-08-02,998.2,0.488,0.484,0.489,0.51
2020-08-03,993.4,0.467,0.472,0.482,0.51
2020-08-04,992.9,0.444,0.457,0.475,0.509
2020-08-05,998.1,0.405,0.442,0.466,0.509
